model,rank,phase1_trial_id,best_epoch,best_val_f1,best_val_acc,config
Transformer,1,9,7,0.7925080738679018,0.7928571428571428,"{""lr"": 0.0003, ""batch_size"": 16, ""weight_decay"": 0.0001, ""best_val_macro_f1"": 0.7925080738679018, ""d_model"": 128, ""nhead"": 2, ""num_layers"": 2, ""dim_feedforward"": 256, ""dropout"": 0.1, ""pooling"": ""mean"", ""norm_first"": true}"
Transformer,2,4,10,0.7499170467811475,0.7517857142857143,"{""lr"": 0.0003, ""batch_size"": 16, ""weight_decay"": 0.0003, ""best_val_macro_f1"": 0.7499170467811475, ""d_model"": 128, ""nhead"": 4, ""num_layers"": 1, ""dim_feedforward"": 128, ""dropout"": 0.1, ""pooling"": ""mean"", ""norm_first"": true}"
Transformer,3,2,8,0.7256133080942245,0.7270833333333333,"{""lr"": 0.0003, ""batch_size"": 32, ""weight_decay"": 0.0001, ""best_val_macro_f1"": 0.7256133080942245, ""d_model"": 128, ""nhead"": 2, ""num_layers"": 2, ""dim_feedforward"": 128, ""dropout"": 0.3, ""pooling"": ""mean"", ""norm_first"": true}"
