model,epoch,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,train_f1_mean,train_f1_std,val_f1_mean,val_f1_std
CNN_LSTM,11,0.051098972658316234,0.02296324061950875,0.43604824522686636,0.09643225510072316,0.9878968253968253,0.006605355113493807,0.9026785714285713,0.013105380271609474,0.9938091434948464,0.005999883002038567,0.902477002251564,0.013981706580518553
CNN_LSTM,12,0.04523312959406103,0.02780881468067661,0.4575342995592759,0.10619501243678944,0.9888095238095239,0.00858402678659706,0.9004960317460319,0.007909801295745108,0.9948870015786514,0.0035217119861576706,0.9002464399009181,0.00788346963323405
CNN_LSTM,13,0.026941179536164702,0.004947139152178846,0.4639702335677742,0.07642765912790665,0.9941071428571427,0.0016441937282062502,0.9036706349206348,0.009058251375923346,0.994953139661131,0.0028437741137096358,0.9037557805730766,0.009401946039911959
CNN_LSTM,14,0.020172027425160433,0.0037393714405451355,0.47091898950286176,0.09180537318334152,0.9961904761904762,0.0013054590594917433,0.9064484126984128,0.012829878131326902,0.9985914077993177,0.0006896355803811231,0.9061330177957402,0.012410399257967374
CNN_LSTM,15,0.016851662191606633,0.005766496279142126,0.4406204769939197,0.1424778250263676,0.9968650793650794,0.0021439591522602105,0.9120039682539683,0.01263158257333099,0.9978557640080957,0.0018929095120353092,0.9117029585994282,0.012502330083807571
CNN_LSTM,16,0.0165393214471756,0.006872765186081199,0.4682913551647318,0.13012956901225115,0.9967460317460318,0.0023437066952411464,0.9103174603174603,0.015950641044655482,0.998274376739122,0.0010170017819116873,0.9102255552604753,0.015842263706833965
CNN_LSTM,17,0.01587566434390957,0.010682917563081182,0.4588378195169738,0.13303181392898025,0.9970039682539683,0.003093138787474425,0.9114087301587301,0.014011294507351169,0.9989283535270744,0.0011406694572863195,0.9115029622462298,0.014083472432331016
CNN_LSTM,18,0.013051260612786733,0.007763691049826054,0.4986317421464408,0.10811847936448585,0.9975198412698414,0.002294821061369294,0.9067460317460317,0.013284393246605632,0.9980363147584937,0.002682192328110555,0.9069192577400398,0.013264940723513407
CNN_LSTM,19,0.009983673767438,0.0034877827689497923,0.4865250884415651,0.1018275577779269,0.9984523809523811,0.0008987898137227191,0.9129960317460316,0.00956711385019139,0.9995833261403714,0.00020620274726573738,0.9127856245041381,0.009670305341299052
CNN_LSTM,20,0.007876575560796767,0.0031768425714753974,0.4866806438354991,0.11349345572763492,0.9991071428571429,0.0006628290908130675,0.9123015873015873,0.011450922670578035,0.9996428639450888,0.000178560943669801,0.912024593345837,0.011422142584845956
CNN_LSTM,21,0.006494411213530366,0.0017396555814163778,0.4742095745394643,0.1185420633089944,0.999345238095238,0.0003717260713332091,0.9144841269841271,0.011928300142655383,0.9995833542089958,0.00021458998538314186,0.9143934292931645,0.012028042283868171
CNN_LSTM,22,0.005974928928273033,0.0015370664442370657,0.504040187268413,0.11404636049166485,0.9993849206349207,0.00012390869044440157,0.9125,0.014800377094233704,0.9997420632511171,9.092439760743565e-05,0.9122880939531517,0.014755777700094517
CNN_LSTM,23,0.0053385125124265,0.0013065797172076312,0.5014069742375535,0.11335859158078586,0.9994642857142857,5.952380952378711e-05,0.9123015873015873,0.013234290591787485,0.9997420703879231,9.092673448730587e-05,0.9121845369695626,0.013284558006812825
CNN_LSTM,24,0.004855242804402333,0.0024780112573741216,0.5062662602321195,0.11602246976502158,0.9996428571428572,0.0001574851970872446,0.9127976190476191,0.013402774106187693,0.9998214284013655,0.00011904786200247979,0.9126181623487971,0.013387302885511784
CNN_LSTM,25,0.003999386484187733,0.0018709380517907832,0.5100682299004268,0.11143943539432546,0.9997619047619047,0.00010309826235517137,0.9120039682539683,0.012771059556947642,0.9998412696737375,9.092432968659419e-05,0.9120279403268419,0.012891236045347464
CNN_LSTM,26,0.004278142828316867,0.0025586021511910615,0.5115936535943114,0.10541830776444588,0.9996825396825398,0.000343660874517553,0.9117063492063492,0.011987559295092685,0.9998015871289936,3.4366359224965186e-05,0.9115187924976204,0.011938131074433212
CNN_LSTM,27,0.0039394399594692665,0.0020507432852303583,0.512193284008979,0.09781181442955693,0.9996825396825398,0.0002478173808887787,0.9121031746031747,0.01152801682674305,0.999821428391237,5.952404868255165e-05,0.912050776680695,0.011612422686905032
CNN_LSTM,28,0.0038136100035810667,0.0024087804605254707,0.5151043807002319,0.10645222490367552,0.9997619047619049,0.0002061965247105831,0.9126984126984127,0.01232995640782622,0.9998412696737375,9.092432968659419e-05,0.9126802898130429,0.0123739630706771
CNN_LSTM,29,0.0039373799519878665,0.0023840401723722866,0.5102797348131837,0.1039833723101217,0.999702380952381,0.0002594582704487647,0.9126984126984127,0.01232995640782622,0.9998611109435789,9.092438187514054e-05,0.9125737714942161,0.01230624889638837
CNN_LSTM,30,0.0034155263408781333,0.0018782016001027085,0.5162774007880505,0.10946902636281203,0.9998412698412699,6.873217490348497e-05,0.9123015873015873,0.0124585954476859,0.9998809522134202,0.00010309853851184275,0.9121529715330019,0.012481053916657847
EfficientNet_B0,1,1.185791079610113,0.006686617581552602,0.6534263088171083,0.10817937160903103,0.568015873015873,0.006167635671860125,0.7677579365079366,0.022600112166023745,0.788355569649066,0.02105173188495456,0.7721553607086449,0.011996179097828104
EfficientNet_B0,2,0.5634848755929206,0.011380568954479617,0.40163210030219365,0.07493518849696333,0.7931349206349206,0.005179027529631691,0.8600198412698413,0.013607191462091562,0.9041162731235545,0.008124924300850205,0.8578023473013413,0.014642851076535882
EfficientNet_B0,3,0.39201055379613997,0.003817902483609936,0.3931730336456057,0.06282146761452356,0.8606349206349208,0.0011638896330208157,0.8725198412698413,0.013183997535091136,0.9252300771380447,0.00563411597518933,0.8717589997337308,0.01410260191215422
EfficientNet_B0,4,0.3003125894850209,0.002899394187883685,0.35808460451755214,0.07496625076909333,0.8984920634920636,0.0021480866523634506,0.8835317460317461,0.02100341570500853,0.9408184428714677,0.013370246477421658,0.8821820759405822,0.022477355116685287
EfficientNet_B0,5,0.24313351244680462,0.008037897687583706,0.32699687428945584,0.06862651813718039,0.9182936507936508,0.0014967999375033983,0.8983134920634921,0.014608619154126978,0.9611755180664702,0.008002611755497976,0.8974774945008562,0.01476979647284743
EfficientNet_B0,6,0.20686349441371266,0.004377991575889546,0.33785699410614206,0.012379772571175124,0.9335515873015874,0.0005401054598737362,0.9002976190476191,0.007017753644376001,0.9675938287453171,0.0057913150526592155,0.9008593708922877,0.007635179554912385
EfficientNet_B0,7,0.17111023155706265,0.0010539142260859822,0.29827571028166106,0.051900979772248064,0.9457341269841271,0.001673384985335383,0.9078373015873016,0.00441774684091515,0.9725818554903669,0.0012565960803695363,0.9082876613548537,0.00483424668572492
EfficientNet_B0,8,0.15455215095764113,0.004735695638312755,0.3025201021066362,0.09780252319940294,0.951984126984127,0.0019013486282630826,0.9104166666666665,0.004134655949241036,0.9764490538866317,0.007451280224418925,0.910265141316227,0.0041611576130911225
EfficientNet_B0,9,0.13202275894464008,0.005158537372436744,0.33365223025735524,0.1537578580511494,0.9586507936507936,0.0010452037453227544,0.9122023809523809,0.01716155148016488,0.984936069688013,0.0022247645003332884,0.9124063744274129,0.016737749458984232
EfficientNet_B0,10,0.09786596900650428,0.0321785582999387,0.36383713376499144,0.11574528809200262,0.9700000000000001,0.009981381477053958,0.9069444444444444,0.014090095855222985,0.9873925175193907,0.00203906322577534,0.9065220420496815,0.01403988364898138
EfficientNet_B0,11,0.09097936074175528,0.031412332746959204,0.34042584196313,0.13213313032143306,0.9725595238095238,0.009382130697087645,0.9147817460317459,0.009822931582925866,0.9900625837335112,0.004208993990228239,0.9146240808316639,0.009400801129836104
EfficientNet_B0,12,0.06528620197186392,0.023950553259847192,0.3191456325964184,0.06250439998967945,0.9796825396825398,0.007941541062791442,0.9221230158730159,0.0040517019556870135,0.9925405466933374,0.004949079313113932,0.9220648301392075,0.004034817271234359
EfficientNet_B0,13,0.0366076012712622,0.011379655384407602,0.33943019358386883,0.13867813879972468,0.9885714285714285,0.003557014563887783,0.9202380952380952,0.013085088057726504,0.9965454773741489,0.0017584062264236957,0.9205113825947638,0.012784929269227273
EfficientNet_B0,14,0.02724256428934273,0.01142428379302331,0.3667653312265342,0.11553098005044084,0.9917460317460317,0.0033762822653024068,0.9176587301587301,0.016839382851364024,0.9950120376328027,0.003641595779939492,0.9176178600454645,0.016895073456646696
EfficientNet_B0,15,0.025030230562838235,0.009879237277400086,0.3420154879020872,0.07720650965758263,0.992202380952381,0.0031020986239988484,0.9239087301587302,0.0014979830228711937,0.9981937968336685,0.001582855559719491,0.9238724095808353,0.001665925626971367
EfficientNet_B0,16,0.014091063517899668,0.003017960307624109,0.36996058752511574,0.11039021360680183,0.9958333333333332,0.0010429413969007958,0.9262896825396826,0.004336804165554447,0.9991071969130987,0.00048718374573636337,0.9264257640132509,0.004212891013738515
EfficientNet_B0,17,0.011802029079861068,0.004042041301401646,0.37030941934433065,0.11387485926985574,0.9964484126984127,0.0012232589398252349,0.9246031746031745,0.004254321754442865,0.9990077818585722,0.00034900782030133,0.9244960186092062,0.004023479802473234
EfficientNet_B0,18,0.010314633051554334,0.0030312355745517987,0.36844240706242043,0.07977060805098733,0.9967261904761905,0.0010154001255496185,0.9252976190476191,0.0039371299271793786,0.9991269228833302,0.00043900180179923964,0.9251928107258314,0.004052101215526729
EfficientNet_B0,19,0.0072430519073728335,0.0007080084519744715,0.361472629390915,0.08499188453187485,0.997718253968254,0.00019134227700378666,0.9259920634920636,0.005242940580049173,0.9996230721270528,0.00012385125340334693,0.926160308682177,0.004770674110600352
EfficientNet_B0,20,0.0052225749076358005,0.0009008069354081181,0.4058555145700728,0.06715149927710089,0.9984920634920634,0.0004180814981290973,0.9251984126984126,0.0030399907631040927,0.9995833384626991,0.0003620777228248788,0.9252430660673742,0.0026743019871569543
EfficientNet_B0,21,0.0051669689989279005,0.0009861640255203112,0.3902187223553822,0.06971494201514526,0.9986111111111112,0.0002812985491816694,0.9278769841269842,0.006364688465216416,0.9997222007454926,6.8769122967486e-05,0.9281476534823899,0.006256989522009212
EfficientNet_B0,22,0.0029218626731917336,0.00047020805627799123,0.41624805598861214,0.08894867528318498,0.9990277777777777,9.09241209316565e-05,0.9269841269841269,0.006630517782344023,0.999682532365564,9.08940618405094e-05,0.9271544164594969,0.006286391737034922
EfficientNet_B0,23,0.004140329902607267,0.0015378565670902907,0.42530519153287827,0.07335730958356243,0.998829365079365,0.0002995966045742078,0.9253968253968253,0.00418081498129082,0.99972221487233,9.094059698129395e-05,0.9256701214249204,0.003966673541139611
EfficientNet_B0,24,0.003165171160584333,0.0005921889236578685,0.42595257094535804,0.07923084188941366,0.9991468253968255,0.00012390869044447933,0.9248015873015873,0.004820448656054049,0.9998611110625255,9.092415241045509e-05,0.9250948947731635,0.00459768935892293
EfficientNet_B0,25,0.0032604977110075335,0.0005266911181867038,0.43470775134920375,0.09669986967283815,0.9988690476190477,0.00015748519708725509,0.9262896825396826,0.0050008266512416594,0.9997817530364346,3.4359963244079817e-05,0.9265986176763391,0.004774929478857909
EfficientNet_B0,26,0.0027317899962265666,0.000646140927673573,0.4213671154968887,0.08087107150043671,0.9989880952380953,0.0002976190476190743,0.928670634920635,0.002981146666927831,0.9998611110625255,6.873220997097705e-05,0.9288202682505166,0.002766131006558032
EfficientNet_B0,27,0.0020009192114783998,0.0005834931339212686,0.43195959207371576,0.09959384546742121,0.9994444444444445,6.8732174903509e-05,0.9274801587301588,0.003963290546713837,0.9998611110625256,9.092418223255775e-05,0.927631079085882,0.0037284565153964445
EfficientNet_B0,28,0.0025599101919030003,0.00026254115544678715,0.4308539869358821,0.09382386847715032,0.9993055555555556,0.00012390869044445489,0.9262896825396826,0.00575824280195689,0.9998412555798274,0.00014981810938505082,0.9265014066962354,0.005511980248793465
EfficientNet_B0,29,0.0029757944482659334,0.0013502493272210402,0.43379174467626624,0.06552360942378146,0.9992460317460318,0.0002684077233823956,0.9276785714285715,0.0032738095238094983,0.999880952352613,5.9523813319951764e-05,0.9278133797827048,0.0029405273408999373
EfficientNet_B0,30,0.002746025021113967,0.0010499791399745018,0.43768285241548877,0.07201905967292851,0.9991666666666666,0.0002146161473491586,0.9262896825396827,0.0029362397989976677,0.9999206348948263,9.092415738083966e-05,0.9264750413126851,0.0027275985722089915
GRU,1,1.235356534851922,0.03159845582463578,0.8451252077661809,0.026383527761856998,0.5787896825396825,0.011497857518391306,0.7007936507936509,0.01507414278827195,0.8209007363208091,0.0008587419219456444,0.6987494814756064,0.015489942477462253
GRU,2,0.4711066822021726,0.008760742134178144,0.66602451236889,0.04382132090993057,0.8376785714285715,0.00443682027466297,0.7826388888888888,0.023442735305939467,0.9241553795830398,0.012076142124382436,0.7826999860789456,0.02425826835923667
GRU,3,0.2506022013416365,0.017244786625178758,0.6068643041753343,0.031684455705887384,0.9189484126984128,0.00778609957301123,0.8186507936507937,0.016182194719070935,0.9608634523955516,0.010171046786630457,0.8188647743091614,0.01653918755656972
GRU,4,0.1540031060481828,0.009496312359831099,0.6182417666273458,0.08939637147490315,0.9529166666666667,0.002942066275299388,0.8241071428571428,0.02380766361780958,0.9755897367334686,0.002137213385256245,0.8244056238072638,0.024066419144283542
GRU,5,0.10212212795776031,0.010818056076775035,0.649675747746646,0.08242728512033792,0.9694444444444444,0.0032078492287240497,0.828670634920635,0.02195196884404692,0.9838659885780029,0.004890715228847646,0.8288678971212867,0.022214302349916965
GRU,6,0.07883634700898137,0.004749024992853505,0.7306011997562433,0.08689609515589561,0.976468253968254,0.0015167868931441227,0.8238095238095239,0.030866409910628955,0.9836138096411938,0.007721238537265623,0.8246533838934781,0.03147130594311702
GRU,7,0.039572674993957765,0.016761923988468437,0.6661677286734745,0.03728387754797249,0.9893055555555555,0.005377057341503662,0.8464285714285714,0.005214706984504486,0.995517195527236,0.003846747309673733,0.846646391528103,0.00517922970038925
GRU,8,0.0210500054345244,0.005305040669821209,0.6982533096124248,0.054893717178042756,0.9948611111111111,0.0017255061588291939,0.8510912698412699,0.01774352079589381,0.9979765298407575,0.0011494516293124432,0.8516821360822352,0.017952256842933608
GRU,9,0.017011192154789665,0.005488682396381436,0.7276423347035667,0.10091499055824249,0.9962301587301589,0.0014289847285738246,0.8481150793650793,0.006357726178576203,0.9986704361315097,0.0004056411838017661,0.8485010368304221,0.006610922567381417
GRU,10,0.010796936561190835,0.0023380603183573365,0.718744945343277,0.08618150901753274,0.9976587301587303,0.0008125236202159731,0.8551587301587302,0.017102955933489605,0.9996229873885553,0.0002478856148171173,0.855466829524142,0.017861438535246296
GRU,11,0.007372507341797334,0.0009021346444520852,0.7550773174269124,0.07382390358883854,0.9988492063492064,3.4366087451742485e-05,0.8523809523809524,0.013445663092948238,0.9997619118247957,0.00010309213267689093,0.852869482243615,0.014089816670352799
GRU,12,0.0059563799651842,0.0018189380592589712,0.7446726453145005,0.07158459451988305,0.9990674603174603,0.00044675913687296475,0.8586309523809524,0.013997590495601073,0.9997023376472995,0.00020627133976499045,0.8589179477546068,0.014535138639960223
GRU,13,0.0047330799959008334,0.0012658721966508201,0.7484133799903147,0.05983857499989457,0.9993253968253969,0.0004507070115714736,0.8613095238095237,0.01697472527571329,0.999861111034687,0.00012390877797806093,0.8616225495954929,0.017404264155955296
GRU,14,0.0034201920056153336,0.0004750219828873537,0.7599717585791258,0.052507355751577514,0.9996428571428572,0.00021461614734890843,0.8596230158730158,0.011846334798077743,0.9999404761849139,0.00010309827112215055,0.8600290502644183,0.012488406232819741
GRU,15,0.0030208777884641667,0.00048236831297794125,0.767132812603155,0.08344202111925456,0.9997023809523808,0.00010309826235517137,0.860515873015873,0.016313035481056243,0.9998214568472825,0.00015743708514819537,0.8611192705603857,0.016588854982691692
GRU,16,0.002718050617074167,0.000614262463565738,0.7865436849884212,0.0732298335516612,0.9996825396825396,0.00019134227700383412,0.8608134920634921,0.017909974756185377,0.9999404761823829,5.9523817116269306e-05,0.8611610002072135,0.01839319567023138
GRU,17,0.0022813926329688003,0.0007409491723427153,0.7947823776834874,0.08793692626436594,0.9998015873015872,0.0002090407490645388,0.8587301587301588,0.0201950113299119,0.999960317454755,6.873218367052025e-05,0.8589927503660776,0.020872093509775532
GRU,18,0.0022437708198077668,0.00067993934584245,0.7873077956702752,0.07123472628861348,0.9997817460317461,0.00018184824186333724,0.8626984126984127,0.016163025281282745,0.999960317454755,6.873218367052025e-05,0.8630969535246183,0.0167560429746975
GRU,19,0.0018299131402893332,0.00045759873340823934,0.8002173853527648,0.06650651891281774,0.9998809523809524,0.00011904761904757422,0.8609126984126984,0.016710013077105502,0.999960317454755,6.873218367052025e-05,0.8613014797425939,0.01736750066307253
GRU,20,0.0018648275472814332,0.00043084232846084914,0.801143209565854,0.06392694428702267,0.9997817460317461,0.00012390869044433934,0.8621031746031745,0.013577866754702851,0.999960317454755,6.873218367052025e-05,0.8625858175338039,0.01418243697587592
GRU,21,0.0016189176577423667,0.00027911838292047264,0.8163267641540779,0.0680387377538388,0.9998809523809523,5.952380952388425e-05,0.8607142857142858,0.01650645788555011,0.999960317454755,6.873218367052025e-05,0.8610997885115275,0.01722845129362419
GRU,22,0.0014983728054969335,0.00039090760036189335,0.8166197741834266,0.06621707863015877,0.9998611111111111,0.0001497983022871517,0.8616071428571429,0.015464739353293516,0.999960317454755,6.873218367052025e-05,0.86196762300837,0.0161133144721743
GRU,23,0.0013606076983231667,0.000273094980761484,0.8183274393412932,0.06344145519038392,0.9999603174603174,3.436608745176652e-05,0.8615079365079366,0.01357786675470294,0.9999999999994992,0.0,0.8618633037215279,0.014253164290279487
GRU,24,0.0014548862926543331,0.0003884755105483131,0.819045701559304,0.06632685508631535,0.9999007936507937,0.00012390869044437712,0.8624007936507937,0.015167868931441642,0.9999999999994992,0.0,0.8627465483987081,0.015717078479034866
GRU,25,0.0014675726847989,0.00019484131661469062,0.8237724819054758,0.06844921810091206,0.9998412698412698,3.4366087451878695e-05,0.862797619047619,0.015467602928793196,0.9999999999994992,0.0,0.8632082572861474,0.016017797682416103
GRU,26,0.0012098588711685334,0.0003198294367629362,0.823113674052371,0.06759694885144202,0.9999603174603174,3.4366087451742485e-05,0.8636904761904761,0.014949248041517099,0.9999999999994992,0.0,0.8640745305743446,0.015502092045736585
GRU,27,0.0012313830142929002,0.00025306673171582235,0.8254305501543087,0.06434048536821756,0.999920634920635,3.4366087451742485e-05,0.8633928571428572,0.014975887649296638,0.9999999999994992,0.0,0.8638471862085867,0.015516727784338536
GRU,28,0.0015129677076187668,0.00046035145326354916,0.825001778501171,0.06661603476692644,0.9998809523809524,0.00011904761904757422,0.8636904761904761,0.01444602511846625,0.9999999999994992,0.0,0.8640894483258809,0.015000394750055953
GRU,29,0.0011310301413611334,0.00025901734511548654,0.8256732423591154,0.06749638414900677,0.9999801587301587,3.4366087451742485e-05,0.8635912698412698,0.014864077733862502,0.9999999999994992,0.0,0.8639615872269513,0.015464716610037496
GRU,30,0.0012248995758237999,0.00021606428964362752,0.827385940828309,0.06807156764525178,0.999920634920635,3.4366087451742485e-05,0.8630952380952381,0.01572318921651463,0.9999999999994992,0.0,0.8634779204047228,0.01630761777823297
LSTM,1,1.318651446652791,0.012953854390468311,0.972325846410933,0.1116287528019014,0.5348412698412699,0.0021824494930860402,0.6525793650793651,0.04064035046342328,0.7463763906273306,0.02191732827730316,0.6453401235909312,0.0339385834170263
LSTM,2,0.6369278025816357,0.019326073958580405,0.7586992855346392,0.07738870376213147,0.7749603174603173,0.008836295656963047,0.7354166666666666,0.03524367515345132,0.8530742872314107,0.00484081564366274,0.7340420672649691,0.03372109649960375
LSTM,3,0.42129383060667247,0.009352531381680173,0.6960764528917416,0.08298800047287085,0.8545238095238096,0.002173230507562982,0.7672619047619048,0.022534695471649904,0.896797351295092,0.00970381951805372,0.766109055105925,0.02091569141919776
LSTM,4,0.29829443286335655,0.01399125669587652,0.629051078267632,0.08929571513475551,0.9017460317460317,0.005365183560085266,0.8032738095238096,0.02698503879178427,0.9382442129481782,0.005210510722456206,0.8032794624094969,0.02805977961667951
LSTM,5,0.22809006622386355,0.012429163953174269,0.5859061013715017,0.10060557957054618,0.9271428571428572,0.0042968605055412395,0.8242063492063493,0.03739395120769739,0.9556115116156375,0.0038314221204261297,0.8248164137261833,0.037690597601796355
LSTM,6,0.17461718918548685,0.01789514596355842,0.5953412116416508,0.1188913159879817,0.945,0.006720393625093114,0.8339285714285714,0.03709747112601592,0.9686290840319053,0.004980092321607733,0.833552384999077,0.0392471095772959
LSTM,7,0.13266175822133106,0.008242134899377127,0.6274378855927064,0.09107636399569068,0.9593849206349206,0.0033966840016558305,0.8291666666666666,0.01909406539564929,0.9676034247833613,0.005248068293734848,0.8279558358040698,0.020159930519229128
LSTM,8,0.12710246233949582,0.012120076620204825,0.6251959170543752,0.05387855761835731,0.9607142857142857,0.0038479277044985065,0.8330357142857143,0.026020824993326676,0.9774953569602483,0.002957739529044307,0.8336733834004053,0.026805826484504698
LSTM,9,0.0901365275373534,0.026589402961307938,0.600251784016164,0.10621852189133923,0.9730952380952381,0.00897665623396919,0.8483134920634919,0.04107286631944048,0.985895570077837,0.007204770167194024,0.8487146741424839,0.04158602411502464
LSTM,10,0.05838935389878253,0.030231450535223015,0.6889324685736072,0.14450167668898634,0.9834722222222222,0.009195481407021418,0.8363095238095237,0.043760121925961966,0.9880350180465528,0.012377804688456206,0.8355489317167947,0.048619065838020385
LSTM,11,0.04720641913868127,0.030487849242365778,0.6407041262334493,0.07454616456232431,0.9864484126984127,0.010427771858164554,0.8514880952380951,0.036919160017763596,0.9912262098826132,0.007315289322026647,0.8512948063072824,0.03808794534875162
LSTM,12,0.030087482860637033,0.013679841435215861,0.6669408649049555,0.08063843055755468,0.9922222222222222,0.004613895219933975,0.8539682539682539,0.029598260422366615,0.9955732654067427,0.0031296523607722733,0.8545331346367826,0.031175019285558728
LSTM,13,0.0216641957206385,0.009505583559841517,0.694643376635698,0.07528227332107529,0.9944047619047619,0.0034292120763890228,0.8550595238095239,0.02795243418912753,0.997619139202352,0.0005357391560597813,0.8554418015511175,0.028611458656985684
LSTM,14,0.016142073786920935,0.00572025720964907,0.7097605811125721,0.13443387382817543,0.996170634920635,0.0019050718993778853,0.8561507936507936,0.03202736821555612,0.9975549126563076,0.0026099697020900985,0.8562161129174619,0.03404342652390539
LSTM,15,0.012340249946666068,0.0042835988699389885,0.7180481578642409,0.06498715166722559,0.9972619047619048,0.001172483071642462,0.8578373015873016,0.023975118590185408,0.9991271111209225,0.00036357855674490466,0.858686570571055,0.024916278054904595
LSTM,16,0.008337774759247133,0.002641481568061335,0.7211927307392231,0.11760867962669011,0.9982142857142856,0.0009942436362195615,0.8610119047619048,0.02826754316523881,0.9992459590843555,0.0006531399844971771,0.8615892325365054,0.02910162628370899
LSTM,17,0.006919848547568333,0.00287289734483821,0.7234790637943661,0.08632000896938379,0.9986507936507937,0.0010586763152344418,0.8634920634920635,0.026597109361346797,0.9995040032616657,0.00042229454894599145,0.864091408785321,0.02759436988521
LSTM,18,0.005609874711150167,0.0012777547064380943,0.7563481073668097,0.0819019797210844,0.9990079365079366,0.00046234842054490984,0.860515873015873,0.024765648564663508,0.9997222150773178,0.00014980822503548105,0.8612659305788274,0.025739458447990464
LSTM,19,0.004690312142409934,0.0012386448680960908,0.7611512672308082,0.08809104351088556,0.9993849206349207,0.0003278315801956534,0.8616071428571428,0.023948626397962913,0.9998214143378245,5.9545133877117725e-05,0.8622869554359575,0.02505914847500769
LSTM,20,0.004235001814270733,0.000588094052040501,0.7643939173002893,0.10605203064474862,0.999484126984127,0.000137464349807018,0.862202380952381,0.027022760625752793,0.9998610968850995,9.094738584936461e-05,0.8628451442577295,0.02795372126662447
LSTM,21,0.0034639484565409003,0.0002468806329973696,0.7612424771680953,0.10585381818606343,0.9996230158730159,9.092412093162622e-05,0.8632936507936507,0.0248549030113518,0.9998809381549408,5.954513387703442e-05,0.8638668276085703,0.025748418891032444
LSTM,22,0.0032531209550206003,0.000470244338314112,0.770156655253289,0.11121064307067537,0.9995833333333333,0.00023809523809520394,0.8636904761904761,0.02458376570587143,0.9998611039611505,3.439683671245838e-05,0.8642100613192891,0.025444331561826156
LSTM,23,0.003458952276952667,0.0006981745549060124,0.7738143950546926,0.10245082197364683,0.9995238095238096,0.0001574851970871764,0.8648809523809523,0.02253469547164993,0.9998214214164065,3.252515847832893e-08,0.865467590361666,0.023741068955058425
LSTM,24,0.0029654316343957995,0.0002039225724466984,0.7801637693823386,0.0991374424059795,0.9996428571428572,0.00021461614734910473,0.864186507936508,0.02323017872733011,0.9998412626887784,3.437228294065414e-05,0.8647567444974408,0.024403331266370124
LSTM,25,0.0028537617174405334,0.0003797250356319421,0.7861842530772379,0.10158164119419158,0.999702380952381,5.95238095238565e-05,0.8643849206349206,0.02351064895179508,0.9999007936224543,3.4366111560604514e-05,0.864979515779774,0.02460114515461314
LSTM,26,0.0026481203616611003,0.0003171863862196009,0.7837476408674284,0.1003018751300682,0.9997023809523808,0.00011904761904750483,0.8652777777777777,0.024414438654509672,0.9999007936224543,3.4366111560604514e-05,0.8659364827356413,0.025411472569112983
