model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM,43,0,class_0,0.940251572327041,0.934374999999997,0.9373040752346067,320
LeNet_LSTM,43,1,class_1,0.983660130718951,0.940624999999997,0.9616613418525323,320
LeNet_LSTM,43,2,class_2,0.9486404833836829,0.9812499999999968,0.9646697388627844,320
LeNet_LSTM,43,3,class_3,0.6601941747572799,0.8499999999999973,0.7431693989066096,320
LeNet_LSTM,43,4,class_4,0.9491017964071827,0.9906249999999969,0.9694189602441454,320
LeNet_LSTM,43,5,class_5,0.9302325581395321,0.9999999999999968,0.9638554216862445,320
LeNet_LSTM,43,6,class_6,0.7579365079365049,0.596874999999998,0.6678321678316725,320
LeNet_LSTM,43,7,class_7,0.9688581314878858,0.8749999999999972,0.9195402298845555,320
LeNet_LSTM,43,8,class_8,0.878787878787876,0.9062499999999971,0.8923076923071896,320
LeNet_LSTM,43,9,class_9,0.9873015873015841,0.9718749999999969,0.979527559054615,320
LeNet_LSTM,43,10,class_10,0.9845679012345648,0.9968749999999968,0.9906832298131615,320
LeNet_LSTM,43,11,class_11,0.9789473684210491,0.8718749999999972,0.9223140495862754,320
