model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,feature_dim,encoder_hidden_dim,hidden_size,num_layers,dropout,use_last_only,bidirectional,host,gpu_local_id,cuda_visible_devices,pid
LeNet_LSTM,2,1,243,0.0006,16,1e-05,25,25,23,0.9179583453307565,0.9181547619047619,0.47830865300734116,0.9170917162561881,0.0009229179941962671,0.9160824262455964,673.2132803313434,953148,,,ok,,,160,192,192,2,0.3,False,False,ubuntu,5,5,3169625
LeNet_LSTM,2,2,244,0.0003,8,1e-05,25,25,25,0.9214116293588136,0.9214285714285714,0.5415955374002589,0.9190629607469833,0.0021101438274363908,0.9214116293588136,1142.4757008217275,803548,,,ok,,,128,128,192,2,0.3,False,False,ubuntu,1,1,3170287
LeNet_LSTM,2,3,245,0.0006,16,0.0001,25,25,24,0.9097402887683427,0.9101190476190476,0.4907692252484724,0.9056366936993447,0.0028829964387089417,0.9072270107567988,616.0481944195926,329020,,,ok,,,96,128,96,1,0.2,True,False,ubuntu,0,0,3170552
