model,seed,class_id,class_name,precision,recall,f1,support
LeNet,43,0,class_0,0.9272151898734147,0.915624999999997,0.9213836477982391,320
LeNet,43,1,class_1,0.9276729559748398,0.921874999999997,0.9247648902816286,320
LeNet,43,2,class_2,0.9069767441860438,0.9749999999999969,0.9397590361440761,320
LeNet,43,3,class_3,0.7061855670103074,0.8562499999999973,0.7740112994345305,320
LeNet,43,4,class_4,0.9749999999999969,0.9749999999999969,0.9749999999994968,320
LeNet,43,5,class_5,0.8749999999999976,0.9843749999999969,0.9264705882347931,320
LeNet,43,6,class_6,0.8015564202334599,0.6437499999999979,0.7140381282490701,320
LeNet,43,7,class_7,0.8797250859106498,0.7999999999999975,0.8379705400976979,320
LeNet,43,8,class_8,0.9064748201438816,0.7874999999999975,0.8428093645479946,320
LeNet,43,9,class_9,0.8328358208955199,0.8718749999999972,0.8519083969460625,320
LeNet,43,10,class_10,0.8289085545722689,0.8781249999999972,0.8528072837627754,320
LeNet,43,11,class_11,0.9353741496598607,0.8593749999999972,0.8957654723122014,320
