model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM_MotionInput,43,0,class_0,0.9101449275362292,0.9812499999999968,0.9443609022551369,320
LeNet_LSTM_MotionInput,43,1,class_1,0.9901639344262262,0.943749999999997,0.9663999999994972,320
LeNet_LSTM_MotionInput,43,2,class_2,0.9752321981424118,0.9843749999999969,0.9797822706060287,320
LeNet_LSTM_MotionInput,43,3,class_3,0.7151898734177192,0.7062499999999977,0.7106918238988688,320
LeNet_LSTM_MotionInput,43,4,class_4,0.957957957957955,0.9968749999999968,0.9770290964772919,320
LeNet_LSTM_MotionInput,43,5,class_5,0.9439528023598791,0.9999999999999968,0.9711684370252941,320
LeNet_LSTM_MotionInput,43,6,class_6,0.7483660130718929,0.7156249999999977,0.7316293929707437,320
LeNet_LSTM_MotionInput,43,7,class_7,0.9858156028368759,0.8687499999999972,0.9235880398666085,320
LeNet_LSTM_MotionInput,43,8,class_8,0.9723926380368068,0.9906249999999969,0.9814241486063081,320
LeNet_LSTM_MotionInput,43,9,class_9,0.9781249999999969,0.9781249999999969,0.9781249999994969,320
LeNet_LSTM_MotionInput,43,10,class_10,0.9723076923076892,0.9874999999999968,0.979844961239807,320
LeNet_LSTM_MotionInput,43,11,class_11,0.9562499999999969,0.9562499999999969,0.9562499999994969,320
