model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,d_model,nhead,num_layers,dim_feedforward,dropout,pooling,norm_first,host,gpu_local_id,cuda_visible_devices,pid
Transformer,2,1,243,0.0003,8,0.0001,25,25,24,0.8244745349911118,0.8238095238095238,2.1576803803387947,0.813338960682413,0.005595130224388918,0.8100520738328423,1143.9802480209619,1080076,,,ok,,,256,8,2,256,0.3,mean,False,ubuntu,4,4,3178204
Transformer,2,2,244,0.0003,8,0.0001,25,25,25,0.7869594513731842,0.7854166666666667,2.812357013903968,0.7783732563184316,0.0060553741414602355,0.7869594513731842,1410.1158088631928,740108,,,ok,,,128,4,3,512,0.3,mean,True,ubuntu,1,1,3180101
Transformer,2,3,245,0.0003,8,1e-05,25,25,24,0.7793914818947344,0.7788690476190476,2.989789143120627,0.7743319891379695,0.0031205789269843497,0.772213050906235,1093.0421568024904,541836,,,ok,,,128,2,2,512,0.3,mean,True,ubuntu,2,2,3182678
