model,seed,class_id,class_name,precision,recall,f1,support
ResNet18,45,0,class_0,0.956656346749223,0.965624999999997,0.9611197511659044,320
ResNet18,45,1,class_1,0.9858156028368759,0.8687499999999972,0.9235880398666085,320
ResNet18,45,2,class_2,0.8306878306878285,0.9812499999999968,0.8997134670482113,320
ResNet18,45,3,class_3,0.6555819477434663,0.8624999999999973,0.7449392712545679,320
ResNet18,45,4,class_4,0.9876160990712043,0.9968749999999968,0.9922239502327782,320
ResNet18,45,5,class_5,0.978395061728392,0.9906249999999969,0.9844720496889378,320
ResNet18,45,6,class_6,0.7915057915057884,0.640624999999998,0.7081174438682423,320
ResNet18,45,7,class_7,0.9053627760252336,0.8968749999999971,0.9010989010983983,320
ResNet18,45,8,class_8,0.9967320261437875,0.953124999999997,0.9744408945681872,320
ResNet18,45,9,class_9,0.9815950920245368,0.9999999999999968,0.9907120743029024,320
ResNet18,45,10,class_10,0.9247648902821287,0.921874999999997,0.9233176838805612,320
ResNet18,45,11,class_11,0.9885496183206068,0.8093749999999974,0.8900343642606703,320
