model,seed,true_label,pred_label,count
LSTM,46,0,0,261
LSTM,46,0,1,0
LSTM,46,0,2,3
LSTM,46,0,3,1
LSTM,46,0,4,10
LSTM,46,0,5,18
LSTM,46,0,6,13
LSTM,46,0,7,0
LSTM,46,0,8,4
LSTM,46,0,9,1
LSTM,46,0,10,6
LSTM,46,0,11,3
LSTM,46,1,0,0
LSTM,46,1,1,279
LSTM,46,1,2,0
LSTM,46,1,3,0
LSTM,46,1,4,10
LSTM,46,1,5,27
LSTM,46,1,6,0
LSTM,46,1,7,0
LSTM,46,1,8,0
LSTM,46,1,9,3
LSTM,46,1,10,0
LSTM,46,1,11,1
LSTM,46,2,0,7
LSTM,46,2,1,0
LSTM,46,2,2,306
LSTM,46,2,3,0
LSTM,46,2,4,0
LSTM,46,2,5,0
LSTM,46,2,6,0
LSTM,46,2,7,7
LSTM,46,2,8,0
LSTM,46,2,9,0
LSTM,46,2,10,0
LSTM,46,2,11,0
LSTM,46,3,0,3
LSTM,46,3,1,0
LSTM,46,3,2,4
LSTM,46,3,3,200
LSTM,46,3,4,5
LSTM,46,3,5,0
LSTM,46,3,6,100
LSTM,46,3,7,0
LSTM,46,3,8,0
LSTM,46,3,9,6
LSTM,46,3,10,0
LSTM,46,3,11,2
LSTM,46,4,0,18
LSTM,46,4,1,11
LSTM,46,4,2,0
LSTM,46,4,3,0
LSTM,46,4,4,254
LSTM,46,4,5,4
LSTM,46,4,6,2
LSTM,46,4,7,0
LSTM,46,4,8,1
LSTM,46,4,9,28
LSTM,46,4,10,0
LSTM,46,4,11,2
LSTM,46,5,0,0
LSTM,46,5,1,20
LSTM,46,5,2,2
LSTM,46,5,3,0
LSTM,46,5,4,1
LSTM,46,5,5,290
LSTM,46,5,6,0
LSTM,46,5,7,1
LSTM,46,5,8,0
LSTM,46,5,9,1
LSTM,46,5,10,5
LSTM,46,5,11,0
LSTM,46,6,0,6
LSTM,46,6,1,0
LSTM,46,6,2,3
LSTM,46,6,3,90
LSTM,46,6,4,3
LSTM,46,6,5,0
LSTM,46,6,6,212
LSTM,46,6,7,0
LSTM,46,6,8,0
LSTM,46,6,9,2
LSTM,46,6,10,0
LSTM,46,6,11,4
LSTM,46,7,0,8
LSTM,46,7,1,2
LSTM,46,7,2,32
LSTM,46,7,3,0
LSTM,46,7,4,0
LSTM,46,7,5,7
LSTM,46,7,6,0
LSTM,46,7,7,246
LSTM,46,7,8,2
LSTM,46,7,9,0
LSTM,46,7,10,22
LSTM,46,7,11,1
LSTM,46,8,0,1
LSTM,46,8,1,3
LSTM,46,8,2,8
LSTM,46,8,3,0
LSTM,46,8,4,1
LSTM,46,8,5,3
LSTM,46,8,6,0
LSTM,46,8,7,1
LSTM,46,8,8,286
LSTM,46,8,9,0
LSTM,46,8,10,0
LSTM,46,8,11,17
LSTM,46,9,0,0
LSTM,46,9,1,3
LSTM,46,9,2,0
LSTM,46,9,3,0
LSTM,46,9,4,20
LSTM,46,9,5,0
LSTM,46,9,6,4
LSTM,46,9,7,1
LSTM,46,9,8,2
LSTM,46,9,9,288
LSTM,46,9,10,1
LSTM,46,9,11,1
LSTM,46,10,0,5
LSTM,46,10,1,3
LSTM,46,10,2,0
LSTM,46,10,3,0
LSTM,46,10,4,0
LSTM,46,10,5,3
LSTM,46,10,6,0
LSTM,46,10,7,15
LSTM,46,10,8,6
LSTM,46,10,9,2
LSTM,46,10,10,286
LSTM,46,10,11,0
LSTM,46,11,0,0
LSTM,46,11,1,0
LSTM,46,11,2,2
LSTM,46,11,3,7
LSTM,46,11,4,7
LSTM,46,11,5,0
LSTM,46,11,6,28
LSTM,46,11,7,0
LSTM,46,11,8,1
LSTM,46,11,9,8
LSTM,46,11,10,0
LSTM,46,11,11,267
