epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_f1,val_macro_f1,lr,epoch_time_s,cum_time_s,is_best
1.0,1.1466268332799276,0.8842261904761904,0.8819124259215859,0.7567547803833371,0.830654761904762,0.8217184775410639,0.8217184775410639,0.0007,55.95050688460469,55.95050688460469,1.0
2.0,0.6362346815495264,0.9072023809523809,0.9064375670711285,0.6945315227622078,0.8413690476190476,0.8329864237373719,0.8329864237373719,0.0007,44.77968372032046,100.73019060492516,1.0
3.0,0.5366567109879993,0.9235714285714286,0.9209574786667551,0.7268146233899253,0.844047619047619,0.8352971821765758,0.8352971821765758,0.0007,44.043864542618394,144.77405514754355,1.0
4.0,0.4840364936419896,0.9647023809523809,0.9643460257657986,0.5640247376192183,0.9056547619047619,0.9057715922476013,0.9057715922476013,0.0007,44.63723352737725,189.4112886749208,1.0
5.0,0.4521722900867462,0.97375,0.9737449433264954,0.5191404152484167,0.9142857142857143,0.9130221960092616,0.9130221960092616,0.0007,45.74627862684429,235.15756730176508,1.0
6.0,0.42870470398948307,0.9839880952380953,0.9839493651199258,0.5271341789336431,0.9229166666666667,0.9226793710767042,0.9226793710767042,0.0007,40.966351829469204,276.1239191312343,1.0
7.0,0.4113013243675232,0.9766071428571429,0.976626087018996,0.5788204979328883,0.9116071428571428,0.9120020490556753,0.9120020490556753,0.0007,43.98649607412517,320.11041520535946,0.0
8.0,0.396163965406872,0.9876785714285714,0.9876729564826402,0.5657450392132714,0.9074404761904762,0.9076154734370765,0.9076154734370765,0.00035,41.429805129766464,361.5402203351259,0.0
9.0,0.34198800041562033,0.9957738095238096,0.995773171709602,0.5438382097652981,0.9238095238095239,0.9237404881233559,0.9237404881233559,0.00035,42.81909326091409,404.35931359604,1.0
10.0,0.33284769574801126,0.9953571428571428,0.9953571183029011,0.5370891863391513,0.9235119047619048,0.9234208132219468,0.9234208132219468,0.00035,44.09509150497615,448.45440510101616,0.0
11.0,0.33120753254209245,0.9964285714285714,0.996428757299054,0.5908782624063038,0.9098214285714286,0.9091589233786066,0.9091589233786066,0.000175,42.81559429503977,491.26999939605594,0.0
12.0,0.3164017338979812,0.9980952380952381,0.998094394499008,0.6004891934848967,0.912797619047619,0.912203069328486,0.912203069328486,0.000175,44.17825334891677,535.4482527449727,0.0
13.0,0.3118493749981835,0.9994047619047619,0.9994047192658043,0.5597961862881978,0.925,0.9247475186246429,0.9247475186246429,0.000175,35.12340930476785,570.5716620497406,1.0
14.0,0.3130028021335602,0.9992261904761904,0.9992262102458854,0.5853185630979992,0.9202380952380952,0.9201591964924586,0.9201591964924586,8.75e-05,45.05722417496145,615.628886224702,0.0
15.0,0.3051220799060095,0.9995833333333334,0.9995833330063624,0.5802813319932847,0.9241071428571429,0.9240717813996634,0.9240717813996634,8.75e-05,43.99528290703893,659.6241691317409,0.0
16.0,0.30647856093588327,0.999702380952381,0.9997023808228106,0.5830092143444788,0.9184523809523809,0.9186319218110862,0.9186319218110862,8.75e-05,44.39573017694056,704.0198993086815,0.0
17.0,0.30602859849021546,0.9988095238095238,0.9988094902126973,0.5921267875603267,0.9199404761904761,0.919797409670165,0.919797409670165,4.375e-05,42.87562026269734,746.8955195713788,0.0
18.0,0.3029177113941738,0.9998214285714285,0.9998214283659349,0.5614367995943342,0.9276785714285715,0.9276665015451759,0.9276665015451759,4.375e-05,42.19555544666946,789.0910750180483,1.0
