model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM_MotionInput,44,0,class_0,0.9561128526645737,0.953124999999997,0.9546165884189023,320
LeNet_LSTM_MotionInput,44,1,class_1,0.968847352024919,0.9718749999999969,0.9703588143520709,320
LeNet_LSTM_MotionInput,44,2,class_2,0.8808864265927953,0.9937499999999968,0.933920704845314,320
LeNet_LSTM_MotionInput,44,3,class_3,0.6845794392523348,0.915624999999997,0.7834224598925562,320
LeNet_LSTM_MotionInput,44,4,class_4,0.9088145896656507,0.934374999999997,0.9214175654848592,320
LeNet_LSTM_MotionInput,44,5,class_5,0.9755351681957156,0.9968749999999968,0.9860896445126345,320
LeNet_LSTM_MotionInput,44,6,class_6,0.8795811518324561,0.5249999999999984,0.6575342465748717,320
LeNet_LSTM_MotionInput,44,7,class_7,0.9795918367346904,0.8999999999999971,0.9381107491851655,320
LeNet_LSTM_MotionInput,44,8,class_8,0.9661538461538431,0.9812499999999968,0.9736434108522101,320
LeNet_LSTM_MotionInput,44,9,class_9,0.9846153846153816,0.9999999999999968,0.9922480620150006,320
LeNet_LSTM_MotionInput,44,10,class_10,0.9905660377358458,0.9843749999999969,0.9874608150465187,320
LeNet_LSTM_MotionInput,44,11,class_11,0.9933774834437052,0.937499999999997,0.964630225079883,320
