model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
CNN_LSTM,temporal,0.91640625,0.9160903297638864,0.9173285387114564,0.9164062499999972,1059.1749121025205,0.5620921147055924,11500492.0,11.500492,18.0,0.4181317026943794,0.9211309523809524,0.9211615337736088,1.8243303708732128,548.1463313694392,0.5584852548781782,1790.5575684681753
EfficientNet_B0,cnn,0.9013020833333332,0.9003445855561446,0.9022252107609606,0.9013020833333306,4813.92263546586,0.932323606684804,4045096.0,4.045096,14.0,0.2453747003593976,0.9357142857142856,0.9356165468917746,4.931219834834337,202.78958016350424,0.1719108677934855,5816.967902234594
GRU,temporal,0.8419270833333333,0.841815673986329,0.8453223570323227,0.8419270833333307,334.00818209163845,0.0130537635413929,513292.0,0.513292,26.0,0.7476987760555598,0.8723214285714286,0.8729086675548525,0.4171268083155155,2397.352507834016,0.011834084871225,84501.67553145834
LSTM,temporal,0.8458333333333333,0.8462681420682486,0.8510128751096393,0.8458333333333306,358.366226920858,0.0271895027253776,595724.0,0.595724,17.0,0.6910144004760133,0.8607142857142858,0.8615569619143955,0.6337657757103443,1577.8699928678998,0.0198440859094262,50392.84775142937
LeNet_LSTM,temporal,0.9096354166666668,0.9093569887720326,0.9140400075752612,0.909635416666664,325.0195443648845,0.1665133371716365,331708.0,0.331708,11.0,0.3148896154104953,0.9166666666666666,0.9170950902569216,0.7497178018093109,1333.8352078431076,0.1714243501191958,5833.476978647862
LeNet,cnn,0.8723958333333334,0.8713907206507137,0.8752437757050201,0.8723958333333305,446.4805784728378,0.1124095113482326,73726.0,0.073726,26.0,0.4911249863165245,0.8883928571428571,0.8889785712680345,0.4627447016537189,2161.01880027212,0.011248979717493,88896.95111147908
MobileNet_V2,cnn,0.91640625,0.9165119600971794,0.9185358482518188,0.916406249999997,1774.6409260574728,0.2322547836229205,2261420.0,2.26142,24.0,0.4427196591156348,0.9333333333333332,0.933191939974718,3.180562108755112,314.40983254101747,0.1083668990759179,9227.91007703779
ResNet18,cnn,0.9028645833333332,0.9021678386815192,0.904385642852393,0.9028645833333304,951.595789739862,0.2954098454210907,11424140.0,11.42414,14.0,0.3747065326533608,0.9386904761904762,0.9387235881632882,2.347103413194418,426.0570686312435,0.089899388840422,11123.54614306748
TCN,temporal,0.8526041666666667,0.8516048316391572,0.854168553421863,0.8526041666666639,871.4381582774222,0.2471734362188726,2083724.0,2.083724,17.0,0.9709273541786484,0.8705357142857143,0.8711534532032402,1.4045602083206177,711.966631317047,0.0495660194428637,20175.11212803219
Transformer,attention,0.7229166666666667,0.7203508830025691,0.7205606842835534,0.7229166666666643,848.2690098546445,0.1689049415290355,259052.0,0.259052,26.0,2.2894849630445804,0.7366071428571429,0.7372974821450063,0.875915065407753,1141.6632039939666,0.0234826625091955,42584.60894749107
