model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM,44,0,class_0,0.9546925566343011,0.921874999999997,0.9379968203492586,320
LeNet_LSTM,44,1,class_1,0.977917981072552,0.9687499999999969,0.9733124018833272,320
LeNet_LSTM,44,2,class_2,0.8736263736263712,0.9937499999999968,0.929824561403008,320
LeNet_LSTM,44,3,class_3,0.7058823529411744,0.7874999999999975,0.7444608567203264,320
LeNet_LSTM,44,4,class_4,0.897360703812314,0.9562499999999969,0.9258698940993464,320
LeNet_LSTM,44,5,class_5,0.9875776397515497,0.9937499999999968,0.9906542056069734,320
LeNet_LSTM,44,6,class_6,0.707903780068726,0.6437499999999979,0.6743044189847688,320
LeNet_LSTM,44,7,class_7,0.9419354838709646,0.9124999999999971,0.9269841269836241,320
LeNet_LSTM,44,8,class_8,0.9467084639498402,0.943749999999997,0.9452269170573998,320
LeNet_LSTM,44,9,class_9,0.9645161290322549,0.934374999999997,0.9492063492058462,320
LeNet_LSTM,44,10,class_10,0.9968454258675047,0.9874999999999968,0.9921507064359175,320
LeNet_LSTM,44,11,class_11,0.9929328621908091,0.8781249999999972,0.9320066334986695,320
