model,seed,class_id,class_name,precision,recall,f1,support
CNN_LSTM,49,0,class_0,0.9999999999999968,0.9781249999999969,0.9889415481827513,320
CNN_LSTM,49,1,class_1,0.9241982507288602,0.9906249999999969,0.9562594268471597,320
CNN_LSTM,49,2,class_2,0.8771929824561377,0.937499999999997,0.9063444108756308,320
CNN_LSTM,49,3,class_3,0.5852090032154321,0.5687499999999982,0.5768621236128104,320
CNN_LSTM,49,4,class_4,0.9741100323624563,0.940624999999997,0.957074721780101,320
CNN_LSTM,49,5,class_5,0.9907120743034025,0.9999999999999968,0.9953343701394657,320
CNN_LSTM,49,6,class_6,0.5912162162162141,0.5468749999999982,0.568181818181317,320
CNN_LSTM,49,7,class_7,0.9374999999999971,0.9843749999999969,0.9603658536580338,320
CNN_LSTM,49,8,class_8,0.965517241379307,0.8749999999999972,0.918032786884744,320
CNN_LSTM,49,9,class_9,0.9873417721518956,0.9749999999999969,0.9811320754711949,320
CNN_LSTM,49,10,class_10,0.9937694704049812,0.9968749999999968,0.9953198127920083,320
CNN_LSTM,49,11,class_11,0.8735294117647032,0.928124999999997,0.8999999999994976,320
