model,seed,class_id,class_name,precision,recall,f1,support
LeNet,48,0,class_0,0.8662613981762891,0.8906249999999971,0.8782742681042738,320
LeNet,48,1,class_1,0.8937499999999972,0.8937499999999972,0.8937499999994971,320
LeNet,48,2,class_2,0.8654434250764499,0.8843749999999971,0.8748068006177353,320
LeNet,48,3,class_3,0.7545787545787518,0.6437499999999979,0.6947723440129915,320
LeNet,48,4,class_4,0.9489051094890476,0.8124999999999974,0.8754208754203754,320
LeNet,48,5,class_5,0.8348623853210984,0.8531249999999972,0.8438948995358189,320
LeNet,48,6,class_6,0.7176470588235273,0.7624999999999975,0.7393939393934374,320
LeNet,48,7,class_7,0.8255813953488348,0.8874999999999972,0.855421686746486,320
LeNet,48,8,class_8,0.8933717579250694,0.9687499999999969,0.9295352323833059,320
LeNet,48,9,class_9,0.8851963746223538,0.915624999999997,0.9001536098305264,320
LeNet,48,10,class_10,0.8777429467084611,0.8749999999999972,0.8763693270730495,320
LeNet,48,11,class_11,0.9579288025889936,0.924999999999997,0.9411764705877325,320
