model,seed,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,test_loss,test_acc,test_f1,lr,epoch_time_sec
LeNet_LSTM_MeanMax,43,1,1.0094128911268143,0.6291071428571429,0.8403818006524464,0.5081043696984471,0.7925595238095238,0.7911563016289334,0.5465011509979376,0.8065104166666667,0.80483391704889,0.0003,51.567736832425
LeNet_LSTM_MeanMax,43,2,0.4063933070358776,0.8486309523809524,0.8982526862888988,0.3887671301573781,0.8529761904761904,0.8510391139180623,0.44740028606029225,0.8471354166666667,0.8447527470036141,0.0003,49.49494225718081
LeNet_LSTM_MeanMax,43,3,0.289505680501461,0.8898809523809523,0.9217728916356637,0.30252635431908337,0.8857142857142857,0.8854538460529602,0.38443872610490265,0.8640625,0.8627228051775466,0.0003,47.951231352984905
LeNet_LSTM_MeanMax,43,4,0.22716737174562046,0.9164880952380953,0.9338662148668693,0.3372353702779427,0.8818452380952381,0.8843698154511458,0.36691081517965357,0.8734375,0.8742531479564608,0.0003,52.10455276630819
LeNet_LSTM_MeanMax,43,5,0.19222151434847287,0.929702380952381,0.9362210819353494,0.36392373621139473,0.8705357142857143,0.8699076355864487,0.37764431704678525,0.8723958333333334,0.8714477275236668,0.0003,50.03427612781525
LeNet_LSTM_MeanMax,43,6,0.16126449071935245,0.9407142857142857,0.9486641316149309,0.3079893496338627,0.8925595238095239,0.8910690767984818,0.37629836793106125,0.8869791666666667,0.8854171997012507,0.00015,49.31656504794955
LeNet_LSTM_MeanMax,43,7,0.10345252616064889,0.9633928571428572,0.9745476249360164,0.31251584495171086,0.9068452380952381,0.9068514276515418,0.3937097325704902,0.8921875,0.8926876932196138,0.00015,51.163878774270415
LeNet_LSTM_MeanMax,43,8,0.08239688998886517,0.9719047619047619,0.9767481017143963,0.3190415039556683,0.9145833333333333,0.9147202462133232,0.4279008707538802,0.89609375,0.8959805370002575,0.00015,49.4679577536881
LeNet_LSTM_MeanMax,43,9,0.06709662082649413,0.9759523809523809,0.9857963955743858,0.319166351474719,0.9130952380952381,0.9135199548722844,0.3937659317763822,0.9046875,0.9055788358633795,7.5e-05,50.8525360301137
LeNet_LSTM_MeanMax,43,10,0.044911096940437954,0.9856547619047619,0.9904123681141165,0.34319709953379063,0.9095238095238095,0.9090680872217219,0.4301287647521349,0.90234375,0.9028279479520677,7.5e-05,49.24589995294809
LeNet_LSTM_MeanMax,43,11,0.03413649426329703,0.9898809523809524,0.991963703926472,0.3331657950768983,0.9178571428571428,0.9177471394696314,0.4571347894512352,0.9083333333333333,0.9087774024613124,7.5e-05,49.90189350582659
LeNet_LSTM_MeanMax,43,12,0.029473496838694525,0.9907738095238096,0.9948832190457818,0.37129391392860445,0.9074404761904762,0.9077442651327895,0.4860303702532292,0.9015625,0.9022201910986398,3.75e-05,49.442905033007264
LeNet_LSTM_MeanMax,43,13,0.019194502248650505,0.9943452380952381,0.9980955280884624,0.3869877644077947,0.9080357142857143,0.9084860853471958,0.4589115244496497,0.91015625,0.910978713503006,3.75e-05,48.13314466923475
LeNet_LSTM_MeanMax,43,14,0.016087322157053722,0.9955952380952381,0.9977367997920968,0.4185195850140666,0.9056547619047619,0.9058140800090535,0.4885228489683489,0.91328125,0.9137854746827897,3.75e-05,50.70809798873961
LeNet_LSTM_MeanMax,43,15,0.013686338663101196,0.9964880952380952,0.9959516420041942,0.3781749588898362,0.912797619047619,0.9125322954622193,0.5002233494214768,0.9096354166666667,0.9096734698825754,1.875e-05,49.15922553651035
