model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM_MeanMax,43,0,class_0,0.9472049689440963,0.953124999999997,0.9501557632393723,320
LeNet_LSTM_MeanMax,43,1,class_1,0.9967426710097687,0.9562499999999969,0.9760765550234204,320
LeNet_LSTM_MeanMax,43,2,class_2,0.9425981873111753,0.9749999999999969,0.9585253456216168,320
LeNet_LSTM_MeanMax,43,3,class_3,0.6335877862595404,0.7781249999999975,0.6984572230009057,320
LeNet_LSTM_MeanMax,43,4,class_4,0.9723076923076892,0.9874999999999968,0.979844961239807,320
LeNet_LSTM_MeanMax,43,5,class_5,0.9356725146198802,0.9999999999999968,0.9667673716007059,320
LeNet_LSTM_MeanMax,43,6,class_6,0.6370106761565814,0.5593749999999982,0.5956738768713803,320
LeNet_LSTM_MeanMax,43,7,class_7,0.9723183391003426,0.8781249999999972,0.9228243021341452,320
LeNet_LSTM_MeanMax,43,8,class_8,0.9355828220858866,0.953124999999997,0.9442724458199305,320
LeNet_LSTM_MeanMax,43,9,class_9,0.9842767295597452,0.9781249999999969,0.9811912225700297,320
LeNet_LSTM_MeanMax,43,10,class_10,0.9905660377358458,0.9843749999999969,0.9874608150465187,320
LeNet_LSTM_MeanMax,43,11,class_11,0.9965277777777742,0.8968749999999971,0.9440789473679192,320
