model,seed,best_config_path,hpo_trial_id,hpo_best_val_f1,hpo_best_val_acc,main_best_val_f1,main_test_macro_f1,config_json
LeNet_LSTM_MotionInput,46,/home/yaxin/tacact/outputs_hpo_three_stage_20260428_061937/best_model_configs.json,2,0.9214116293588136,0.9214285714285714,0.9541674735999007,0.9320429662820026,"{""lr"": 0.0003, ""batch_size"": 8, ""weight_decay"": 1e-05, ""feature_dim"": 128, ""encoder_hidden_dim"": 128, ""hidden_size"": 192, ""num_layers"": 2, ""dropout"": 0.3, ""use_last_only"": false, ""bidirectional"": false, ""label_smoothing"": 0.05, ""weight_decay_override"": 0.0003}"
