model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last_val_loss,train_loss_at_best_epoch,val_loss_at_best_epoch,overfit_gap_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,label_smoothing,status,status_reason,error,host,gpu_local_id,cuda_visible_devices,pid
LeNet,1,1,43,0.0003,64,0.0001,10,10,10,0.8339309043240358,0.8339309043240358,0.8342261904761905,0.7518589195751009,0.7518589195751009,0.4755124624237815,0.7518589195751009,0.0,0.818671662004876,0.012484486095950131,0.8339309043240358,273.3293614629656,73726,,,0.05,ok,,,ubuntu,0,0,4171332
LeNet,1,2,44,0.0002,64,0.0005,10,10,10,0.7994830044041926,0.7994830044041926,0.799702380952381,0.8167539806593032,0.8167539806593032,0.5423305300931966,0.8167539806593032,0.0,0.7839964785958482,0.010750569623695711,0.7994830044041926,261.5659674759954,73726,,,0.05,ok,,,ubuntu,1,1,4171333
LeNet,1,3,45,0.0003,16,5e-05,10,10,10,0.8396818709947095,0.8396818709947095,0.8395833333333333,0.740033595193,0.740033595193,0.41648151465824673,0.740033595193,0.0,0.8215008793986254,0.010496597061591987,0.8396818709947095,284.18888797611,73726,,,0.05,ok,,,ubuntu,2,2,4171334
LeNet,1,4,46,0.0001,32,0.0005,10,10,10,0.7813012620434064,0.7813012620434064,0.7827380952380952,0.8441623934677669,0.8441623934677669,0.5980424129395258,0.8441623934677669,0.0,0.7595544244227675,0.013097724235005163,0.7813012620434064,278.27164092473686,73726,,,0.05,ok,,,ubuntu,3,3,4171335
LeNet,1,5,47,0.0002,16,0.0005,10,10,9,0.8383313393633077,0.8383313393633077,0.8386904761904762,0.725929793715477,0.7342770584992,0.4701478762853713,0.725929793715477,0.008347264783723052,0.8295769469537241,0.009478475709830595,0.838323085165802,279.7995732575655,73726,,,0.05,ok,,,ubuntu,4,4,4171336
LeNet,1,6,48,0.0001,16,0.0005,10,10,10,0.8336072470569621,0.8336072470569621,0.8336309523809524,0.7445945319675263,0.7445945319675263,0.5257271008832114,0.7445945319675263,0.0,0.8077943968043563,0.015948265269920527,0.8336072470569621,255.02957579493523,73726,,,0.05,ok,,,ubuntu,5,5,4171337
LeNet,1,12,54,0.0001,32,0.0001,10,10,9,0.7843800333341401,0.7843800333341401,0.7860119047619047,0.8462667371545519,0.8570688242004031,0.610244301046644,0.8462667371545519,0.010802087045851172,0.7706248867704509,0.01327085731545782,0.7775193526172733,82.55963570065796,73726,,,0.05,ok,,,ubuntu,1,1,4182883
LeNet,1,13,55,0.0005,32,0.0003,10,10,10,0.8375429197908403,0.8375429197908403,0.8377976190476191,0.7468606415249053,0.7468606415249053,0.41002193030856904,0.7468606415249053,0.0,0.8206439872864901,0.01533630577558706,0.8375429197908403,93.1485098078847,73726,,,0.05,ok,,,ubuntu,0,0,4184483
LeNet,1,14,56,0.0003,64,5e-05,10,10,10,0.8304518355852255,0.8304518355852255,0.830654761904762,0.7857263582093376,0.7857263582093376,0.4891720762044305,0.7857263582093376,0.0,0.8099019527101496,0.015878314766996877,0.8304518355852255,72.58401132375002,73726,,,0.05,ok,,,ubuntu,1,1,4184484
LeNet,1,15,57,0.0001,64,0.0005,10,10,10,0.7530244505132346,0.7530244505132346,0.7559523809523809,0.894676647299812,0.894676647299812,0.686873476541541,0.894676647299812,0.0,0.7224822114579562,0.021098765683045435,0.7530244505132346,75.5806511323899,73726,,,0.05,ok,,,ubuntu,2,2,4184485
LeNet,1,16,58,0.0003,16,0.0005,10,10,8,0.8322325500669757,0.8322325500669757,0.8324404761904762,0.760671075894719,0.7796922074896949,0.44112046985399156,0.760671075894719,0.01902113159497587,0.8265947870346728,0.0055907156661586565,0.8287005823953265,128.91381564736366,73726,,,0.05,ok,,,ubuntu,3,3,4184486
LeNet,1,17,59,0.0003,32,0.0001,10,10,10,0.8516657445408949,0.8516657445408949,0.8520833333333333,0.7086161769571758,0.7086161769571758,0.45231839361644927,0.7086161769571758,0.0,0.8301002085944583,0.014165887484162993,0.8516657445408949,91.63155419938266,73726,,,0.05,ok,,,ubuntu,4,4,4184487
