split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,45.0,LSTM,temporal,0.84375,0.842613906673905,0.8484622151321227,0.8437499999999973,588.0041996054351,0.03980571054853499,595724.0,0.595724
