split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,42.0,ResNet18,cnn,0.9002604166666667,0.8978534483119556,0.9081042562287545,0.9002604166666637,874.0677982196212,0.25055789737962186,11424140.0,11.42414
