variant_name,seed,subject_26_accuracy,subject_26_macro_f1,test_macro_f1
baseline,43,0.7875,0.758955259723512,0.918365439263423
ls005,43,0.8,0.7795456898222947,0.9166364722855418
ls005_wd1e3,43,0.7791666666666667,0.7533227069006774,0.9164754243695228
ls005_wd3e4,43,0.78125,0.7537130498926178,0.9214683945600012
ls01,43,0.7958333333333333,0.7610049605077011,0.9094654804986936
