split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,GRU,temporal,0.8419270833333333,,0.8417763641235645,,0.8452079037819221,,0.8419270833333307,,575.2312331739813,,0.011883568367920816,,0.513292
