model,seed,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,test_loss,test_acc,test_f1,lr,epoch_time_sec
EfficientNet_B0,48,1,0.877462633280527,0.6746428571428571,0.9248494986723768,0.606741165340368,0.8092261904761905,0.8528807087053742,0.5332025273208274,0.8197916666666667,0.7929214842044452,0.0007,51.275374971330166
EfficientNet_B0,48,2,0.35355984687805175,0.8670833333333333,0.9301533509788232,0.40179146014755435,0.8735119047619048,0.8681829844380395,0.385372644734889,0.8739583333333333,0.868281456323694,0.0007,48.222187984734774
EfficientNet_B0,48,3,0.2635632167117936,0.9091666666666667,0.953787529667656,0.3650582297036419,0.8821428571428571,0.8800401156783471,0.34516924999528176,0.88671875,0.8852465152618195,0.0007,51.93036498315632
EfficientNet_B0,48,4,0.19934963595299493,0.9326190476190476,0.9707974394803546,0.4760867395437907,0.861904761904762,0.8606775031890886,0.3078226719848317,0.90234375,0.9016142728693736,0.0007,51.025861620903015
EfficientNet_B0,48,5,0.1676818403885478,0.9467261904761904,0.9639925461171809,0.49050730040433205,0.8541666666666666,0.8512021443203163,0.3884779332971751,0.87109375,0.8702367499275948,0.0007,46.59222383797169
EfficientNet_B0,48,6,0.15371340681399617,0.9519642857142857,0.9844132243804197,0.4534440518064998,0.8654761904761905,0.8642564025278611,0.2688675234194155,0.9213541666666667,0.9208163803743261,0.00035,47.507911056280136
EfficientNet_B0,48,7,0.07382270221199308,0.9754761904761905,0.990706720243178,0.476726236696292,0.8696428571428572,0.8675589800419075,0.33377972142933837,0.9109375,0.9078281627922217,0.00035,49.986430775374174
EfficientNet_B0,48,8,0.055773166162627084,0.9830952380952381,0.9944025558982559,0.49228659558908217,0.8639880952380953,0.8616449927903864,0.3908222271595681,0.8997395833333334,0.8984942298666972,0.00035,47.073386259377
EfficientNet_B0,48,9,0.05321398522172655,0.9829761904761904,0.9963097776135394,0.509348639726479,0.8654761904761905,0.8645056797777285,0.35829199503571846,0.9119791666666667,0.911089014973873,0.000175,51.334018187597394
EfficientNet_B0,48,10,0.025391991833845773,0.9923214285714286,0.9985719953567851,0.45184395658563,0.8925595238095239,0.8921144794849672,0.37149554404658525,0.91640625,0.915070674986175,0.000175,47.17715678922832
EfficientNet_B0,48,11,0.02163900435680435,0.9930357142857142,0.9979759519509818,0.5691915771627377,0.8741071428571429,0.8723737371644518,0.3994399354038099,0.9161458333333333,0.9147849125444609,0.000175,52.225733269006014
EfficientNet_B0,48,12,0.018092874799455917,0.9945833333333334,0.9991666658310095,0.5129474624114794,0.8875,0.8865039210192562,0.3937712113698808,0.9143229166666667,0.9131915964171061,8.75e-05,44.55505963601172
EfficientNet_B0,48,13,0.009726682638838177,0.9971428571428571,0.9995834178205342,0.5492812220658347,0.8883928571428571,0.8874448844410715,0.39103483063132294,0.9244791666666666,0.9234576864779426,8.75e-05,43.15031955204904
EfficientNet_B0,48,14,0.009367242824463617,0.9975,0.9997023809139186,0.5954036330822104,0.88125,0.8799581742631699,0.4555300972331395,0.91875,0.9168934320577863,8.75e-05,48.43852221593261
EfficientNet_B0,48,15,0.011473366164025806,0.9967857142857143,0.9998214283659349,0.5464102517747138,0.8925595238095239,0.8914059108007774,0.46706658377891774,0.91015625,0.9083021081346926,4.375e-05,50.08772071823478
EfficientNet_B0,48,16,0.006423089028823943,0.9983928571428572,0.9998214283659349,0.543102925533845,0.8916666666666667,0.8908210905475241,0.42846436281577455,0.9203125,0.9186529218096132,4.375e-05,51.92421348951757
EfficientNet_B0,48,17,0.005705710287605013,0.9982738095238095,0.999940476182383,0.6170603369075014,0.8922619047619048,0.8912344541005193,0.5121473709463998,0.9169270833333333,0.915285186895149,4.375e-05,47.886899046599865
EfficientNet_B0,48,18,0.004618589019491559,0.9988690476190476,0.999880952319713,0.6321372804156952,0.8922619047619048,0.8906285960255177,0.5223575037175219,0.9153645833333334,0.913083380792178,2.1875e-05,48.42871397174895
EfficientNet_B0,48,19,0.004050755195674442,0.9989285714285714,0.999940476182383,0.6519552630558023,0.8922619047619048,0.8908464152919594,0.5137584142266547,0.91875,0.9167643671205585,2.1875e-05,48.66618114337325
EfficientNet_B0,48,20,0.004587792640640622,0.9986309523809523,0.999940476182383,0.6403153817339206,0.8872023809523809,0.8862657417469765,0.4883953979317027,0.9236979166666667,0.9225452637882654,2.1875e-05,47.79623490571976
EfficientNet_B0,48,21,0.0037507276378926776,0.9988690476190476,0.999940476182383,0.6593013051722599,0.8869047619047619,0.8858549601297235,0.48753979765181915,0.921875,0.9206548358949083,1.09375e-05,46.066684540361166
EfficientNet_B0,48,22,0.0036142175963946753,0.9994047619047619,0.999940476182383,0.6668531955888238,0.8848214285714285,0.8839736894875788,0.4905306983580042,0.9203125,0.9191728246790848,1.09375e-05,47.66464893706143
EfficientNet_B0,48,23,0.0023712280321688877,0.9994047619047619,0.9999999999994992,0.6753379023156131,0.8830357142857143,0.8818091368870739,0.4900981092932303,0.9236979166666667,0.9225411112003709,1.09375e-05,46.28761941380799
EfficientNet_B0,48,24,0.002555089749041058,0.9992857142857143,0.9999999999994992,0.6676063697310555,0.8904761904761904,0.8894324415959155,0.521415185742201,0.9216145833333333,0.9197148038125298,5.46875e-06,47.525062723085284
EfficientNet_B0,48,25,0.003308349493004027,0.9989880952380953,0.999940476182383,0.6703952209613157,0.887797619047619,0.8868265665570442,0.5226910649666271,0.9190104166666667,0.9170286901311672,5.46875e-06,48.05481896735728
