model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
ResNet18,ResNet18,1.0,,0.9999999999994992,,0.9229166666666667,,0.9212905783086192,,0.940625,,0.9403582553514754,,11.42414,1039.1906819865108,,0.21746420534327626,
