model,seed,class_id,class_name,precision,recall,f1,support
TCN,42,0,class_0,0.875706214689263,0.9687499999999969,0.9198813056374806,320
TCN,42,1,class_1,0.9276315789473653,0.8812499999999972,0.9038461538456513,320
TCN,42,2,class_2,0.9452887537993891,0.9718749999999969,0.9583975346682183,320
TCN,42,3,class_3,0.5641592920353969,0.7968749999999974,0.6606217616575439,320
TCN,42,4,class_4,0.8404907975460096,0.8562499999999973,0.8482972136217883,320
TCN,42,5,class_5,0.9041916167664643,0.943749999999997,0.9235474006111182,320
TCN,42,6,class_6,0.6895161290322553,0.5343749999999983,0.6021126760558438,320
TCN,42,7,class_7,0.8836363636363603,0.7593749999999976,0.8168067226885756,320
TCN,42,8,class_8,0.7869822485207076,0.8312499999999974,0.8085106382973702,320
TCN,42,9,class_9,0.9505703422053194,0.7812499999999976,0.857632933104133,320
TCN,42,10,class_10,0.8821752265861,0.9124999999999971,0.8970814132099427,320
TCN,42,11,class_11,0.8286713286713258,0.7406249999999976,0.782178217821281,320
