model,seed,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,test_loss,test_acc,test_f1,lr,epoch_time_sec
GRU,43,1,0.8592860928887412,0.7001785714285714,0.905633027180598,0.5267700753385378,0.8205357142857143,0.82119734064513,0.6819368863720835,0.7859375,0.7865287651245984,0.0006,62.2532721478492
GRU,43,2,0.28150653578695795,0.905952380952381,0.9378958088475596,0.5830770678953351,0.8157738095238095,0.813149726563279,0.7223016458159085,0.80078125,0.799454524405654,0.0006,63.446696465834975
GRU,43,3,0.16679775756029855,0.9447619047619048,0.9724836558219453,0.4952546921994543,0.8526785714285714,0.8536388277004096,0.6317057894786254,0.8276041666666667,0.828639734298576,0.0006,62.111827651038766
GRU,43,4,0.10558270875187148,0.9653571428571428,0.9824497823263151,0.5447448996044321,0.85,0.8506334021602039,0.7128501372120354,0.8278645833333333,0.8272393743457876,0.0006,58.60027374327183
GRU,43,5,0.07579999756245386,0.97625,0.9843131814685288,0.6068008748347221,0.8392857142857143,0.8414480667477808,0.7376549615011981,0.8302083333333333,0.8318720570290813,0.0006,62.94990477152169
GRU,43,6,0.06143583194840522,0.9804166666666667,0.9781552861321064,0.7539978180924425,0.8235119047619047,0.8236505965485562,0.819439780935187,0.8239583333333333,0.8226562938954768,0.0003,57.87701829895377
GRU,43,7,0.024467395976895377,0.9921428571428571,0.9967244331485783,0.6526972121375387,0.8535714285714285,0.8544722883203334,0.7970887762518392,0.8484375,0.8482058210198238,0.0003,62.145697344094515
GRU,43,8,0.009251547909918285,0.9975595238095238,0.9980944213300091,0.6335993482004428,0.862202380952381,0.862632786969746,0.777270537153899,0.85625,0.8558553253957629,0.0003,60.112472388893366
GRU,43,9,0.006494911540122259,0.9980952380952381,0.9986311966876061,0.6345662062659271,0.8729166666666667,0.8734663392644997,0.8566919052988181,0.8614583333333333,0.8613258626646468,0.00015,61.30736546032131
GRU,43,10,0.0031960674765564145,0.9990476190476191,0.999940476182383,0.6448367635237273,0.8803571428571428,0.8806434805126439,0.8557724589682312,0.8640625,0.8635213477223863,0.00015,60.77260454557836
GRU,43,11,0.0010700780082316627,0.9997619047619047,0.9999999999994992,0.6526404091799913,0.8806547619047619,0.8811995010268315,0.9143972736457893,0.8645833333333334,0.8638742493689597,0.00015,60.502262499183416
GRU,43,12,0.0006019480668363117,0.9999404761904762,0.999940476182383,0.6784568439591293,0.8833333333333333,0.8836817820383883,0.9493282250224155,0.86640625,0.8655842765522853,7.5e-05,61.73811541311443
GRU,43,13,0.00017765255911009653,1.0,0.9999999999994992,0.7009378729794881,0.8875,0.8881565766717588,0.9741861531029156,0.86796875,0.8676507446786049,7.5e-05,61.299856724217534
GRU,43,14,9.104666255769276e-05,1.0,0.9999999999994992,0.7261161190997015,0.887797619047619,0.8882328266687841,1.011824138833395,0.86953125,0.8687571560524425,7.5e-05,61.491725608706474
GRU,43,15,4.2097533033007666e-05,1.0,0.9999999999994992,0.7580820072709163,0.8901785714285714,0.8905302086449646,1.0887619728928224,0.86796875,0.8671971163359197,3.75e-05,61.88827810436487
GRU,43,16,2.4654311793191093e-05,1.0,0.9999999999994992,0.7866787351990623,0.8928571428571429,0.8932357530987929,1.1231429837488707,0.8651041666666667,0.8643715449814975,3.75e-05,60.61757332831621
GRU,43,17,1.6536074025290352e-05,1.0,0.9999999999994992,0.8029219929508282,0.8919642857142858,0.892234363283404,1.1846131769603503,0.8651041666666667,0.8642765431402557,3.75e-05,61.469250317662954
GRU,43,18,9.72200007665725e-06,1.0,0.9999999999994992,0.8517984836882195,0.8898809523809523,0.8901437897487193,1.2121895304204586,0.86640625,0.8655056592219199,1.875e-05,61.40954081341624
GRU,43,19,5.371712502979097e-06,1.0,0.9999999999994992,0.8847708507798272,0.887797619047619,0.8880848489976678,1.2421202751302862,0.86640625,0.865573546247122,1.875e-05,61.6995850186795
GRU,43,20,3.7807013307298934e-06,1.0,0.9999999999994992,0.9029257847898295,0.8892857142857142,0.8895248519748677,1.286017392754428,0.8669270833333333,0.8659785725475232,1.875e-05,61.46341950260103
GRU,43,21,2.5795258226848786e-06,1.0,0.9999999999994992,0.9317956215538564,0.8892857142857142,0.8894588092173924,1.3187792622631191,0.8669270833333333,0.8658859102261554,9.375e-06,62.49312669225037
GRU,43,22,1.7811499890826998e-06,1.0,0.9999999999994992,0.9651292140718145,0.887797619047619,0.8880233351174164,1.3427130397470184,0.86484375,0.8637791919116292,9.375e-06,60.80478716827929
GRU,43,23,1.496481043951852e-06,1.0,0.9999999999994992,0.9742575438437323,0.887797619047619,0.8879469146159761,1.371787485177738,0.8671875,0.8661307592780586,9.375e-06,61.961777267977595
GRU,43,24,1.225613412402925e-06,1.0,0.9999999999994992,0.9892419615981258,0.888095238095238,0.8882793356748145,1.3994417454289125,0.8669270833333333,0.8658999392950325,4.6875e-06,61.04799361154437
GRU,43,25,9.735354355403354e-07,1.0,0.9999999999994992,0.9965722374360211,0.888095238095238,0.8882733633536365,1.407810926016363,0.8671875,0.8660788818386486,4.6875e-06,62.94919182546437
GRU,43,26,8.514736379895891e-07,1.0,0.9999999999994992,1.0027719438964269,0.8889880952380952,0.8891425629859748,1.4178258992624555,0.8671875,0.866130104123669,4.6875e-06,63.58912514150143
GRU,43,27,7.800190221695673e-07,1.0,0.9999999999994992,1.01777923231374,0.8883928571428571,0.8886001688191133,1.424549971875186,0.8671875,0.8660878642819352,2.34375e-06,62.653987642377615
GRU,43,28,7.818355446770078e-07,1.0,0.9999999999994992,1.021845504349659,0.887797619047619,0.887973363700651,1.431370757742368,0.8661458333333333,0.8650247446350045,2.34375e-06,62.99203224666417
GRU,43,29,6.973956312452044e-07,1.0,0.9999999999994992,1.024521740545809,0.887797619047619,0.8879960313140315,1.4374840847371138,0.8677083333333333,0.8665362048010631,2.34375e-06,62.810524079948664
GRU,43,30,6.457595598129999e-07,1.0,0.9999999999994992,1.0280788517764807,0.888095238095238,0.8882848777603828,1.442198703048151,0.86796875,0.8667923269537673,1.171875e-06,62.21461715362966
