model,seed,selected_epoch,selection_metric,best_val_f1,best_val_acc,best_val_loss,test_accuracy,test_macro_f1,checkpoint_path
GRU,43,16,best_val_f1_max,0.8932357530987929,0.8928571428571429,0.7866787351990623,0.8651041666666667,0.8643715449814975,/home/yaxin/tacact/outputs_main_parallel_5gpu_20260429_150413/parallel_workers/GRU_seed43/subject_seed43/checkpoints/GRU_seed43_best.pt
