split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,EfficientNet_B0,cnn,0.9026041666666667,,0.9021658319896003,,0.9080550370544399,,0.9026041666666638,,1197.4635228440166,,0.23051164753269404,,4.045096
