model,seed,class_id,class_name,precision,recall,f1,support
EfficientNet_B0,44,0,class_0,0.9538461538461508,0.9687499999999969,0.9612403100770162,320
EfficientNet_B0,44,1,class_1,0.9905362776025205,0.9812499999999968,0.9858712715850542,320
EfficientNet_B0,44,2,class_2,0.9437869822485179,0.9968749999999968,0.9696048632213818,320
EfficientNet_B0,44,3,class_3,0.6919060052219302,0.8281249999999973,0.7539118065428871,320
EfficientNet_B0,44,4,class_4,0.9716088328075678,0.9624999999999969,0.9670329670324639,320
EfficientNet_B0,44,5,class_5,0.9815950920245368,0.9999999999999968,0.9907120743029024,320
EfficientNet_B0,44,6,class_6,0.7620967741935454,0.5906249999999981,0.6654929577459845,320
EfficientNet_B0,44,7,class_7,0.9488817891373771,0.928124999999997,0.938388625591914,320
EfficientNet_B0,44,8,class_8,0.9637462235649517,0.9968749999999968,0.9800307219657028,320
EfficientNet_B0,44,9,class_9,0.9843749999999969,0.9843749999999969,0.9843749999994968,320
EfficientNet_B0,44,10,class_10,0.9870129870129838,0.949999999999997,0.9681528662415352,320
EfficientNet_B0,44,11,class_11,0.9713375796178312,0.953124999999997,0.9621451104095916,320
