model,seed,class_id,class_name,precision,recall,f1,support
Transformer,50,0,class_0,0.7292993630573225,0.7156249999999977,0.7223974763401918,320
Transformer,50,1,class_1,0.6956521739130412,0.6999999999999977,0.6978193146412422,320
Transformer,50,2,class_2,0.8042895442359227,0.937499999999997,0.8658008658003661,320
Transformer,50,3,class_3,0.5101449275362304,0.5499999999999983,0.5293233082701757,320
Transformer,50,4,class_4,0.6757679180887348,0.618749999999998,0.6460032626422393,320
Transformer,50,5,class_5,0.7796610169491498,0.7187499999999977,0.7479674796742951,320
Transformer,50,6,class_6,0.5558510638297858,0.653124999999998,0.6005747126431796,320
Transformer,50,7,class_7,0.6729559748427651,0.6687499999999978,0.6708463949838237,320
Transformer,50,8,class_8,0.8846153846153817,0.8624999999999973,0.8734177215184845,320
Transformer,50,9,class_9,0.7012578616352179,0.6968749999999978,0.6990595611280244,320
Transformer,50,10,class_10,0.6580086580086552,0.4749999999999985,0.5517241379305455,320
Transformer,50,11,class_11,0.8046647230320676,0.8624999999999973,0.8325791855198599,320
