model,display_name,seed,lr,weight_decay,batch_size,epochs,optimizer,scheduler,model_kwargs_json,param_count,best_config_source
LeNet_LSTM,LeNet_LSTM,42,0.0003,1e-05,8,30,AdamW,ReduceLROnPlateau,"{""feature_dim"": 128, ""encoder_hidden_dim"": 128, ""hidden_size"": 192, ""num_layers"": 2, ""dropout"": 0.3, ""use_last_only"": false, ""bidirectional"": false}",803548.0,best_config_path
