variant_name,seed,label_smoothing,weight_decay_override,test_accuracy,test_macro_f1,test_macro_precision,test_macro_recall,class_3_f1,class_6_f1,class_3_to_6_errors,class_6_to_3_errors,subject_26_accuracy,subject_26_macro_f1,inference_ms,params_m,training_seconds,best_epoch,best_val_loss,best_val_f1,run_dir
baseline,43,0.0,,0.9182291666666668,0.918365439263423,0.9194354085224434,0.9182291666666637,0.7283950617278928,0.7049689440988767,72,89,0.7875,0.758955259723512,0.4176887683570385,0.803548,1920.8995310608295,19.0,0.4546849240439358,0.9227681089583802,/home/yaxin/tacact/outputs/targeted_lenet_lstm_meanmax_quick/runs/baseline/subject_seed43
meanmax,43,0.0,,0.9083333333333332,0.9087774024613124,0.9120330169056938,0.9083333333333304,0.6984572230009057,0.5956738768713803,67,140,0.7604166666666666,0.7379752683836145,0.421163160353899,0.805852,1253.8170687463137,11.0,0.3331657950768983,0.9177471394696314,/home/yaxin/tacact/outputs/targeted_lenet_lstm_meanmax_quick/runs/meanmax/subject_seed43
