model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,lstm_hidden,host,gpu_local_id,cuda_visible_devices,pid
CNN_LSTM,2,1,243,0.0003,16,0.0001,25,25,20,0.9261483691385487,0.9261904761904762,0.41804279193135396,0.9212177499543154,0.002410810554212771,0.923551251095739,1029.4359620716423,11961804,,,ok,,,256,ubuntu,3,3,3165896
CNN_LSTM,2,2,244,0.0003,8,0.0001,25,25,17,0.9297372054985886,0.9297619047619048,0.4015893644275344,0.9242121551258444,0.0012035883870240769,0.921891196433026,1972.339949477464,11961804,,,ok,,,256,ubuntu,2,2,3167110
CNN_LSTM,2,3,245,0.0003,16,0.0001,25,25,16,0.9290607869487993,0.9288690476190476,0.3924634213648893,0.926367636692331,0.0006324026476014021,0.9260001820052673,1020.5644987244159,11714764,,,ok,,,192,ubuntu,4,4,3168672
