metric,original_mean,original_std,improved_mean,improved_std,delta_mean
test_accuracy,0.8995052083333335,0.0097326410567049,0.9139583333333332,0.014894781107617112,0.014453124999999734
test_macro_f1,0.8995333881043484,0.00959613083786788,0.913514770055192,0.015564828988029935,0.013981381950843641
class_3_f1,0.7052035869923075,0.04327381699615578,0.7241554457812257,0.036753422033795065,0.018951858788918252
class_6_f1,0.6991994547944732,0.04548610845537094,0.6979915523348739,0.07684183160449684,-0.0012079024595993415
class_3_to_6_errors,75.6,33.36398590629656,66.8,28.015075306778037,-8.799999999999997
class_6_to_3_errors,86.7,31.580760669186617,96.0,43.08131845707603,9.299999999999997
inference_ms,0.17581690161023286,0.006850958062684624,0.42363351210951805,0.006878930564418156,0.2478166104992852
params_m,0.331708,0.0,0.8035479999999999,1.1702778228589004e-16,0.4718399999999999
