split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,48.0,EfficientNet_B0,cnn,0.91640625,0.915070674986175,0.919718612518272,0.9164062499999971,1210.8833489958197,0.2904829918406904,4045096.0,4.045096
