split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,LeNet_LSTM,temporal,0.9033854166666667,,0.9021192072159008,,0.9086964714050794,,0.9033854166666638,,1872.562917323783,,0.41601103730499744,,0.803548
