model,rank,phase1_trial_id,best_epoch,best_val_f1,best_val_acc,config
LeNet,1,8,9,0.8528326182892604,0.8532738095238095,"{""lr"": 0.0005, ""batch_size"": 16, ""weight_decay"": 0.0001, ""best_val_macro_f1"": 0.8528326182892604}"
LeNet,2,7,10,0.8409005858630222,0.8404761904761905,"{""lr"": 0.0003, ""batch_size"": 16, ""weight_decay"": 0.0003, ""best_val_macro_f1"": 0.8409005858630222}"
LeNet,3,3,10,0.8396818709947095,0.8395833333333333,"{""lr"": 0.0003, ""batch_size"": 16, ""weight_decay"": 5e-05, ""best_val_macro_f1"": 0.8396818709947095}"
