split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,43.0,MobileNet_V2,cnn,0.91640625,0.9165119600971794,0.9185358482518188,0.916406249999997,1774.6409260574728,0.2322547836229205,2261420.0,2.26142
