model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last_val_loss,train_loss_at_best_epoch,val_loss_at_best_epoch,overfit_gap_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,label_smoothing,status,status_reason,error,feature_dim,encoder_hidden_dim,hidden_size,num_layers,dropout,use_last_only,bidirectional,host,gpu_local_id,cuda_visible_devices,pid
LeNet_LSTM,2,1,243,0.0006,64,0.0001,18,18,16,0.9125238886919388,0.9125238886919388,0.9125,0.6290266258375985,0.6500108730225336,0.33793533210971965,0.6290266258375985,0.02098424718493508,0.9007049078148188,0.00842983329561143,0.9036159060422061,168.91690631583333,331708,,,0.05,ok,,,128,96,128,1,0.3,False,False,ubuntu,0,0,388270
LeNet_LSTM,2,2,244,0.0006,64,0.0003,18,18,15,0.9087017533674189,0.9087017533674189,0.9092261904761905,0.5968231286321367,0.6319006777945019,0.36816261816387397,0.5968231286321367,0.03507754916236516,0.904636460157823,0.0038051313795621493,0.905081156336724,182.91508940048516,502716,,,0.05,ok,,,96,128,128,2,0.5,False,False,ubuntu,3,3,388466
LeNet_LSTM,2,3,245,0.0006,16,0.001,18,18,18,0.9032112459204384,0.9032112459204384,0.9038690476190476,0.6413030499503726,0.6413030499503726,0.3530344172602608,0.6413030499503726,0.0,0.8969001163642034,0.003689758376343804,0.9032112459204384,378.1844992060214,424828,,,0.05,ok,,,64,96,128,2,0.5,False,False,ubuntu,0,0,390714
