model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
LeNet_LSTM,temporal,0.8989583333333333,0.8991619799385813,0.9028847951934917,0.8989583333333303,627.239008853212,0.18241989018861204,331708.0,0.331708,15.0,0.4381371967949062,0.9050595238095238,0.9048752344907972,0.9359607100486755,1068.4209168865582,0.17119596130214632,5841.259293699604
