model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
LeNet_LSTM,LeNet-LSTM baseline,0.9820238095238095,,0.9831037376889832,,0.9032738095238095,,0.9033351867524871,,0.8997395833333334,,0.9002371719490087,,0.803548,4245.465566769242,,0.42869437020272017,
