split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,45.0,LeNet_LSTM,temporal,0.8997395833333334,0.9002371719490087,0.9097067340637416,0.8997395833333303,4245.465566769242,0.42869437020272017,803548.0,0.803548
