model,seed,class_id,class_name,precision,recall,f1,support
MobileNet_V2,43,0,class_0,0.9573170731707287,0.9812499999999968,0.9691358024686327,320
MobileNet_V2,43,1,class_1,0.9905362776025205,0.9812499999999968,0.9858712715850542,320
MobileNet_V2,43,2,class_2,0.9906249999999969,0.9906249999999969,0.9906249999994968,320
MobileNet_V2,43,3,class_3,0.7209944751381195,0.8156249999999974,0.7653958944276521,320
MobileNet_V2,43,4,class_4,0.9875776397515497,0.9937499999999968,0.9906542056069734,320
MobileNet_V2,43,5,class_5,0.9753086419753055,0.9874999999999968,0.981366459626826,320
MobileNet_V2,43,6,class_6,0.7892857142857114,0.6906249999999978,0.7366666666661664,320
MobileNet_V2,43,7,class_7,0.8225352112676033,0.9124999999999971,0.8651851851846839,320
MobileNet_V2,43,8,class_8,0.9759450171821271,0.8874999999999972,0.9296235679209383,320
MobileNet_V2,43,9,class_9,0.9837662337662305,0.946874999999997,0.964968152865739,320
MobileNet_V2,43,10,class_10,0.8964401294498352,0.8656249999999972,0.8807631160567309,320
MobileNet_V2,43,11,class_11,0.9320987654320958,0.943749999999997,0.9378881987572609,320
