model,epoch,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,test_loss_mean,test_loss_std,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,train_f1_mean,train_f1_std,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std,lr_mean,lr_std,epoch_time_sec_mean,epoch_time_sec_std
CNN_LSTM,11,0.05067875750717656,0.01933129022616086,0.4512597616082556,0.1556935338479471,0.46437600406263907,0.08534283906703298,0.9874642857142858,0.006031759085198918,0.8931250000000001,0.032044249711833686,0.8923177083333333,0.01682472165956045,0.9919612881902898,0.005990083478500642,0.8925161983938199,0.03238778737579496,0.8916103800030898,0.017495114041831978,0.00016499999999999997,9.87420882906575e-05,54.62875102702528,1.8116730907881893
CNN_LSTM,12,0.04304029976044377,0.022875654792953153,0.48535258794961483,0.16243756298758041,0.4907776241980173,0.08474509919193635,0.9891369047619047,0.007221636226880916,0.8904761904761905,0.03034903668096959,0.8926302083333333,0.014936131266711446,0.9949890092140568,0.0033837617177225076,0.8897140483157081,0.03028074621669441,0.8920406068310337,0.01508953178439965,0.00014624999999999998,9.09154827298409e-05,55.73567617498338,1.2237810631396262
CNN_LSTM,13,0.03061270224054648,0.01395326226472647,0.49189965273476055,0.1373717096918494,0.49653275293052496,0.10132405397113484,0.9926726190476189,0.0045595609362048,0.8924404761904763,0.026889203372348097,0.8926562499999999,0.01773970872435619,0.9937543289523736,0.007318026029193198,0.8916762677235226,0.026691033302615807,0.8914509291694854,0.018563874912629032,0.00011999999999999999,9.968701018688443e-05,55.28308914713561,0.9377217837489995
CNN_LSTM,14,0.028125395454821088,0.020511917774739742,0.5094349725132287,0.12980593479482863,0.5043767279356931,0.09569780766073752,0.9934345238095238,0.006725578822215051,0.8895833333333334,0.02798005995979985,0.8965885416666666,0.018538403043247928,0.9949124880363405,0.010850135374605335,0.888557817830724,0.028013555931105483,0.8960433620208906,0.019064901583180128,9.75e-05,8.329165624478841e-05,70.42138952482492,47.20037336356778
CNN_LSTM,15,0.01971009972478658,0.01668610569905843,0.48455006082718255,0.1604079572563292,0.5039003212263197,0.10299886173930475,0.9959880952380953,0.004724572577686096,0.8994940476190477,0.02849798002526291,0.8984635416666666,0.014874658163737448,0.9983986654305863,0.0014508145150406403,0.899140651849604,0.028348996823925703,0.8974996653859083,0.015369722716312468,8.0625e-05,5.1576702589444396e-05,54.77197046298534,1.944563568487029
CNN_LSTM,16,0.014499481506290829,0.005337450559221756,0.5081367255056242,0.159756101116968,0.5170443170878388,0.09800289182562352,0.9971904761904762,0.001802347577500888,0.8987797619047619,0.029115483245834115,0.8982552083333333,0.013172181739138823,0.998940667056873,0.0008129433150060739,0.8982381980818758,0.029210515667459826,0.8976797069591711,0.01379606235063088,6.749999999999999e-05,5.741842038927926e-05,54.64322572126984,1.7061521955950953
CNN_LSTM,17,0.01281179505373746,0.006533057662901729,0.5061519545757653,0.16506616065104407,0.5283177659198373,0.0909868502907736,0.997625,0.0020219509829058463,0.9009821428571427,0.02918995736201357,0.8999739583333334,0.013892930184614894,0.9991606007053928,0.0007800492166091859,0.9006266561614747,0.02919101161753904,0.8992905716370114,0.014517369537254781,5.625e-05,5.2291251658379714e-05,61.15019998215139,17.994653162636848
CNN_LSTM,18,0.010305586430998031,0.004315745085208259,0.5220518035471781,0.1521715070237656,0.5366641786494498,0.0887701837328018,0.9982202380952382,0.0013290540977171181,0.8997916666666667,0.029312765096350994,0.8988802083333333,0.011974794139590515,0.999024028539746,0.001506929692811566,0.899654515774051,0.029205909676100802,0.8983645759958598,0.012398230337219615,4.03125e-05,2.5788351294722198e-05,56.21263593863696,1.7652016712867213
CNN_LSTM,19,0.007803652236858969,0.0022640594719998885,0.5335762958188709,0.15007562868868107,0.5440263253120945,0.09410222403085187,0.9989761904761906,0.0006391229976281697,0.9003571428571429,0.029518448694047236,0.90078125,0.013591654531979072,0.9996964368534874,0.00014430591293035515,0.8998985225318215,0.029323496913670793,0.9000343283526482,0.014180566321783165,3.3749999999999994e-05,2.870921019463963e-05,58.236706686764954,10.123455922270473
CNN_LSTM,20,0.0065049800369001,0.0019042822351194187,0.5300944007327052,0.15246285453586655,0.5565070216003762,0.09485482305582538,0.999297619047619,0.00042628726990462905,0.9020833333333333,0.028041899080776207,0.8996354166666667,0.0143668832761126,0.9997738157619322,0.00014252067407862824,0.9017368331396435,0.02791931512057857,0.8986916160937974,0.015082359163509416,2.8125e-05,2.6145625829189857e-05,58.57648840621114,10.433783277582469
CNN_LSTM,21,0.005712643145805251,0.0011740708286734774,0.5460141859587054,0.15102148170989904,0.5675270733719117,0.09067373535770325,0.9993511904761905,0.00035543019686364215,0.8999404761904761,0.028838792579093983,0.8989843750000001,0.013643917071063275,0.9997678633862261,0.0001784477619354272,0.8995002324118536,0.028587844803080284,0.898214652165081,0.014252181402469455,2.015625e-05,1.2894175647361099e-05,59.909153550677004,11.597656719697952
CNN_LSTM,22,0.005048878399389089,0.0011917313539296572,0.5509196788461815,0.15492831381640562,0.569996438591464,0.09626826070620635,0.9995416666666668,0.00017534564361334183,0.900952380952381,0.029501106008621485,0.8995312500000001,0.014323074494079931,0.9998333353501078,8.784087408708636e-05,0.9005644783511835,0.029192192672436862,0.898809442857918,0.014808631852492354,1.6874999999999997e-05,1.4354605097319815e-05,57.230751757137476,4.116769911097225
CNN_LSTM,23,0.00457113242220308,0.0010479645654577964,0.5544964204105678,0.16062942506717345,0.5726472865917549,0.09621413616767126,0.9996011904761906,0.0001904141764128443,0.900327380952381,0.029849227055656007,0.9003124999999998,0.01435093009659459,0.9998690496760665,0.00011153332892394871,0.8999711528260914,0.029701481598416395,0.8997668939474677,0.014940799781382028,1.40625e-05,1.3072812914594928e-05,55.781031721457836,2.522060364422441
CNN_LSTM,24,0.00411574796338871,0.0015135626717015863,0.5591764058292237,0.16080065068430474,0.5738744314706279,0.09415682813139858,0.9996964285714286,0.00013588010847833553,0.9005357142857143,0.030887702060430944,0.901328125,0.014740825551305741,0.9999047618435224,9.800876302456584e-05,0.9001555248438169,0.030686209044111193,0.9006572186721341,0.015274220433595869,1.0078125e-05,6.4470878236805495e-06,54.97792857531458,2.786713554764467
CNN_LSTM,25,0.0037185409367084103,0.0011932728985473095,0.5666553160895308,0.16279804419864585,0.5785779430107323,0.09099138367660836,0.9997619047619046,0.00010117102209505731,0.8997916666666667,0.03165259376697069,0.9006770833333333,0.014650453179218781,0.9999166687350755,8.961338169844139e-05,0.8994112888975057,0.03147916103350177,0.9000987332086477,0.015102691977318759,8.437499999999998e-06,7.1773025486599075e-06,53.94623234942556,2.2905579240770435
EfficientNet_B0,1,0.9716958765472684,0.03725044711137977,0.47745792612644083,0.07747501139168884,0.46486926384672794,0.0639763681918587,0.6382321428571428,0.014081237516638938,0.8272023809523811,0.012366380822761577,0.8190885416666667,0.02702011686009332,0.8561349220465594,0.030113104369725644,0.8223756986144221,0.017713926685600588,0.8054316101893049,0.030731423968094987,0.0007,0.0,55.46781089194119,15.576223550221366
EfficientNet_B0,2,0.40402786361319676,0.021904971252712326,0.39253002573094337,0.07885495701271807,0.37583647635230893,0.08227031436195396,0.8480238095238095,0.009942903578415324,0.8740476190476191,0.013946733286420876,0.8679166666666667,0.025992372326788138,0.9177107422412558,0.010695111687788462,0.872129141614629,0.014666517774705476,0.8655052088790584,0.02746811281054073,0.0007,0.0,48.281944379396734,2.23530017164106
EfficientNet_B0,3,0.2931963443841253,0.023341462570832312,0.3366550380562174,0.07730517319820171,0.3427901357763971,0.08744870204539848,0.8952202380952381,0.009323541270981527,0.8932142857142857,0.015945272047860223,0.8859895833333333,0.0203798296508392,0.9438501328934515,0.012446509649261752,0.8911729071576246,0.017718176579463975,0.8840823890715448,0.021941273575853373,0.0007,0.0,48.7441081257537,2.7170073920031825
EfficientNet_B0,4,0.23389151563885663,0.02214218893796385,0.352208331813995,0.0816432796227181,0.3599677706075628,0.09028697152120642,0.9207559523809523,0.0074829765018195075,0.8939285714285715,0.01704109826221192,0.8896875,0.016179959454923315,0.954360293875947,0.011425514042460637,0.8927623261791048,0.01732061903007769,0.8874608597948841,0.018975607334748713,0.0007,0.0,48.66627068296075,1.9474623642409339
EfficientNet_B0,5,0.19461970176725157,0.019116188924720487,0.3725318704391319,0.08460845310891875,0.3546700137311541,0.11784141390807618,0.9359107142857143,0.007478555994351082,0.8928273809523809,0.022056608103022776,0.8904427083333333,0.02594398636450972,0.9579376707257203,0.012483146916203305,0.8899491227754337,0.025247006574056353,0.8891504412663643,0.02673493523533551,0.0007,0.0,48.71446766611189,1.9774718507379085
EfficientNet_B0,6,0.1692336794968162,0.01786188083854494,0.35162739545161714,0.09587602510200546,0.3289576903059114,0.09922095003028521,0.9446130952380951,0.006369712050592066,0.9007738095238095,0.019791206682007963,0.9035677083333333,0.022916354296061335,0.9722669059540673,0.01213979785773015,0.9000474154219174,0.020457726670685798,0.9026222407175574,0.023538204853231774,0.00056,0.0001807392228230128,59.38999654371291,34.82567289695212
EfficientNet_B0,7,0.12144030740502329,0.04340416509166799,0.3297204408305595,0.08561930776221216,0.33480784827827487,0.1295389245698283,0.960779761904762,0.013394619225646217,0.9066666666666666,0.01662125332158643,0.9062239583333334,0.020691957374087713,0.9805947627796922,0.013238544919190243,0.9061101029715186,0.01722673139910739,0.9057664939908194,0.020641549954347235,0.00049,0.0001807392228230128,47.65975625757128,1.573196631623142
EfficientNet_B0,8,0.08983229621322378,0.03990844420601845,0.382389063033392,0.1120004375516377,0.37458074934026253,0.13833060208643175,0.9710892857142858,0.012826734138297742,0.9030654761904762,0.021138659262283,0.9051562499999999,0.01372724952190827,0.9827557005551404,0.010446675121509031,0.9026261809164982,0.021495360771639483,0.904362300056578,0.01369613353044577,0.00049,0.0001807392228230128,48.14635165259242,2.360040024810537
EfficientNet_B0,9,0.079346506613351,0.027746299774506048,0.3546669899352135,0.09590021001198923,0.35310258021690866,0.11506041155789144,0.9748035714285714,0.008834782981919613,0.908422619047619,0.01892375088362954,0.90796875,0.016661783138701293,0.9896744607293769,0.006317539332412713,0.9078958400080334,0.01908786323312935,0.9077610496424693,0.01678441378098131,0.00043750000000000006,0.00023695112013521553,49.12384039405733,2.163548913157104
EfficientNet_B0,10,0.0683232064204556,0.036148129385028614,0.3516524315474988,0.07158670950194704,0.33722232551626286,0.11811495802694652,0.978422619047619,0.011460776727046122,0.9165178571428572,0.01173259265779183,0.9183333333333333,0.012098215811027066,0.9935490230632572,0.004948941427913037,0.9158884855382254,0.011720809933161224,0.9178417663812013,0.012567950309648043,0.00035,0.000202072594216369,47.435227673128246,2.4238178569158206
EfficientNet_B0,11,0.04618781816746502,0.025833453501275982,0.3919627423599431,0.09863832686076339,0.36533224207215903,0.11467490104140163,0.9855357142857143,0.00837442627104151,0.914375,0.015729165884528915,0.9139322916666666,0.015037293090756014,0.9949111465647243,0.004537839451371851,0.9139460310585477,0.01596335419995332,0.9134611151641536,0.015131637344981087,0.0003325,0.0002095133249541263,90.26034133769572,129.76541450660255
EfficientNet_B0,12,0.0376730626566069,0.025382536358967124,0.36762393612682376,0.09723196594772567,0.3675163200146727,0.11726888399731017,0.9879345238095238,0.008306364619054523,0.9177678571428572,0.012990388633062303,0.9157552083333332,0.012396641790085018,0.9966268466790466,0.0038194179136803344,0.9174822986710136,0.012890643167426923,0.9154882616375895,0.01274516921628248,0.00030625,0.00023424301839471473,48.15791308004409,2.5720632923319076
EfficientNet_B0,13,0.036318963397116835,0.03292002304337134,0.4098002538008158,0.09941749934174302,0.39180133265733286,0.1353451961830905,0.9889464285714287,0.010141317309277352,0.916279761904762,0.013566300490823125,0.9172395833333333,0.013369633745225788,0.9962918242711325,0.004275199922899405,0.9161636299164237,0.013547203729436996,0.9168190884753642,0.013541464834440674,0.00019250000000000002,0.00011519910300576708,47.16436558887362,2.6100236516099016
EfficientNet_B0,14,0.02022725866876893,0.011434330107556154,0.4148782389314919,0.12057035863521685,0.4142233194245957,0.14584010102907527,0.9938690476190477,0.003837016371271943,0.9216666666666666,0.017382243374538014,0.9182291666666667,0.01195776066508511,0.9988636833741789,0.0011036314523378723,0.921528541040859,0.017655607693281814,0.9174350601963885,0.012148418412864823,0.00018375,0.00011990302794805104,47.48284964561462,1.8633967174792132
EfficientNet_B0,15,0.01679281194720944,0.010589968438904442,0.41787885995071844,0.1071955649206484,0.4252400335000111,0.1252341934658078,0.994779761904762,0.0035411025071988454,0.9220833333333334,0.016591383260243384,0.9171093750000001,0.012372791424768203,0.9983957108169035,0.0026585560688483904,0.9219522329034622,0.016623157519661726,0.9164321932566905,0.012896868556892566,0.000153125,0.00011712150919735737,48.75349095389247,1.9301760051212653
EfficientNet_B0,16,0.012567674751792591,0.006748123355674851,0.4201749362408087,0.09073764950101867,0.4319416684300569,0.11546333545581611,0.9961428571428572,0.0022643053259711835,0.9214285714285715,0.012478723388831296,0.9180729166666668,0.01266242847590489,0.998623103260565,0.002455036560943337,0.9210470061031388,0.012519123835347163,0.917456480657138,0.013018748201545098,9.625000000000001e-05,5.759955150288354e-05,48.95049872603268,1.5713029685884126
EfficientNet_B0,17,0.00829877762354551,0.0029287467556979403,0.448084419600255,0.100221791342916,0.46850682161914825,0.13106767009509523,0.997547619047619,0.00104343198865129,0.9227678571428573,0.014716184371347758,0.9180468749999999,0.012587134813701209,0.9995655107303992,0.0004636854274332124,0.9224906186078314,0.014836692690084807,0.9174932670254508,0.013034584990552153,9.1875e-05,5.995151397402552e-05,47.43330190386623,1.356863932230298
EfficientNet_B0,18,0.00679270073984346,0.0029837490380513463,0.4503451759696013,0.10772281823716186,0.46170470727244534,0.13206388695445917,0.9980595238095237,0.0010979951495568927,0.921875,0.013041201944634788,0.9183854166666666,0.012095101230061318,0.9995238421118822,0.0007926736430760704,0.9215623842664746,0.01327935142265264,0.9177287467558735,0.012445762849115919,7.65625e-05,5.8560754598678683e-05,48.671849728375676,2.7448354468355936
EfficientNet_B0,19,0.00593755921579538,0.002307086935370895,0.4445972748066406,0.11435032609391223,0.46963550035181345,0.14915542178005242,0.9983214285714286,0.0007759940674018723,0.9255654761904761,0.014769056820514954,0.9203645833333333,0.012826559960959837,0.9997559582560998,0.00023719574293782077,0.925329915492312,0.014846595493215197,0.919790319529012,0.013317644360265373,4.8125000000000004e-05,2.879977575144177e-05,46.927744306437674,1.1601798064146096
EfficientNet_B0,20,0.00541773158028007,0.0015298772160013178,0.45310195650263685,0.11562556586708633,0.47701583870837466,0.15377265758157663,0.9984166666666667,0.0004552263618952094,0.9249107142857141,0.016538653551225954,0.9177083333333333,0.016589629539449403,0.99865588842056,0.0035214277474554362,0.9248671390954201,0.01654155994303786,0.9170957848652215,0.017107601058403817,4.59375e-05,2.997575698701276e-05,48.05702793970704,2.5824860310881257
EfficientNet_B0,21,0.00409953225510456,0.001317945591816246,0.4576799137599804,0.11280371221477907,0.4693529462761541,0.13506441614091722,0.9988392857142857,0.0004164303940835969,0.9252380952380952,0.016405262968365534,0.9199479166666666,0.012781480630446554,0.9996605804759608,0.0007871400698819611,0.9249830434259769,0.01646187305795582,0.9194024376888283,0.013283599089889592,3.828125e-05,2.9280377299339342e-05,47.67230648566037,3.2725513086137705
EfficientNet_B0,22,0.00365164006749783,0.0009704740354589854,0.46974214669133546,0.11718781728334607,0.47273278655602613,0.142634223294528,0.9989404761904762,0.00044614188325571254,0.9250892857142858,0.01698489767017198,0.9206510416666667,0.013232680571889763,0.9999166751391974,0.00011291938180753593,0.9248998188441326,0.01700484670242946,0.9202994471410705,0.01363184293713815,2.4062500000000002e-05,1.4399887875720884e-05,47.93201655671,1.1666615809514644
EfficientNet_B0,23,0.00330362348826154,0.001380020229465721,0.47662894402744865,0.11329547172443899,0.48545407122282347,0.1574014784012412,0.9991369047619048,0.00034736391666688427,0.9244642857142857,0.01751872895496506,0.9193749999999999,0.015412912455806995,0.9997321202601548,0.0006437859347803166,0.9241628300599858,0.017570429828805263,0.9188036767813283,0.01586747613300865,2.296875e-05,1.498787849350638e-05,48.263870189897716,2.2995732330571874
EfficientNet_B0,24,0.00312368306304724,0.0011431871199097275,0.48021157925811375,0.11351286640507854,0.4936985313698418,0.16430809147721845,0.9991190476190477,0.00033648360199524255,0.9245833333333333,0.015406206232430853,0.9193489583333333,0.01396844079359211,0.9996368790672973,0.0006825023154189237,0.9243062095093031,0.015494575932146367,0.9187404654444584,0.014429344540583143,1.9140625e-05,1.4640188649669671e-05,47.83284168727696,2.4452710970829257
EfficientNet_B0,25,0.00278079813151127,0.0007687668606730031,0.47626566951509347,0.11267790899473562,0.49301949546341184,0.16511343750468227,0.99925,0.00021221812630356675,0.9247321428571429,0.01586647310591937,0.9188541666666665,0.016276076388851844,0.9991711889516172,0.0023291897540093807,0.924500966077938,0.01594426561126593,0.9181907051691024,0.01677521913790641,1.2031250000000001e-05,7.199943937860442e-06,46.894957712478934,2.7977444229057085
GRU,1,1.2284701664901916,0.03482182194036717,0.8369871950185015,0.10852330003761557,0.8771929149888456,0.09328953144097686,0.5808690476190476,0.013384144726427225,0.7128571428571429,0.026572046085255974,0.6923177083333334,0.028582698207398137,0.8175329334295933,0.010210430138307728,0.7075151730241617,0.02631577753872604,0.687200063982949,0.031028467384117926,0.0006,0.0,24.769786596111953,0.903048528465863
GRU,2,0.45987092064959667,0.024435695474358688,0.6857586185217258,0.11208554770580792,0.7217555796160984,0.10041863882629061,0.8426607142857143,0.01023748190915434,0.78,0.027440842024900148,0.7669791666666667,0.026249977035557252,0.9245784883224417,0.008770766078092055,0.7792409122051815,0.02691617115764134,0.766104455382767,0.0267725808844381,0.0006,0.0,23.68836261704564,0.8066239023214343
GRU,3,0.24336511042004538,0.017865507879525587,0.6557151065910944,0.11914514459369605,0.7078870140140255,0.12578609339304633,0.9221250000000001,0.007084030800217696,0.809702380952381,0.026446336204938713,0.7959895833333334,0.025722347836866284,0.9607971300711003,0.007639568866103046,0.8089246982700031,0.026603752947590785,0.7946787335859526,0.026654723476195727,0.0006,0.0,23.33001323528588,0.9386777883337868
GRU,4,0.15226403473175704,0.012068524130005257,0.6683704966758489,0.16594913657475285,0.6986967345690938,0.09542202856299546,0.9533333333333334,0.004140507452623538,0.8189285714285715,0.0355017928993421,0.8114583333333334,0.018922416501538995,0.9764985047859461,0.004085227348424311,0.8188065348506737,0.035429854544595636,0.8108977158947253,0.019789775262006294,0.0006,0.0,23.152701987698673,1.2213772769918234
GRU,5,0.1025282375748668,0.008538149873556488,0.7118953005503309,0.1659161235339897,0.7495514709882263,0.0967997136662458,0.9696845238095237,0.0025705052354610737,0.8197619047619048,0.03274416730606227,0.8141145833333333,0.017115801632095938,0.9832622674404312,0.003258180304518336,0.8193837794593138,0.033623472685787525,0.8139350249084121,0.01799106491870722,0.0005399999999999999,0.00012649110640673515,22.938679261878132,0.9692164632340737
GRU,6,0.07306591832282994,0.01687612851654081,0.7507114119783399,0.1710501135535479,0.7696062268462022,0.12905429756957376,0.9790357142857143,0.0056130668332362,0.8203571428571429,0.03279852527579664,0.8144791666666666,0.019726149476943747,0.9872254105535783,0.006648475008872398,0.8202345018564008,0.032852202013775984,0.8140804724315591,0.019823965773987654,0.00039,0.00014491376746189437,22.69856688771397,1.0520276611869057
GRU,7,0.042723405912518456,0.01594233690641942,0.7404970317254109,0.17637243508164904,0.7687749544380494,0.12877510809854534,0.9883214285714287,0.005249416577260076,0.832857142857143,0.03167284470505859,0.82875,0.02215436960930041,0.9950952260977785,0.003928095708022177,0.832661145909594,0.031295751973999746,0.8288277107379118,0.022550702782982608,0.0003,0.0,23.09913913682103,1.1886538901916222
GRU,8,0.0225883701571396,0.006309445627141862,0.7744676827970294,0.18986637170395088,0.8009719206773782,0.10561528699396286,0.9945535714285715,0.0019738324205180865,0.838125,0.03201844000636066,0.8314843749999999,0.01959132350910347,0.9983215435168835,0.0007336125161048087,0.8379039851533652,0.03242910286547351,0.8313699105670562,0.020071621238979834,0.00026999999999999995,6.324555320336758e-05,23.13158433008939,0.8596377358702435
GRU,9,0.0150664783113059,0.0036426881050218565,0.8207910669703242,0.18122800528156513,0.8326275726041301,0.1223526543750842,0.9968095238095238,0.0010780950745040664,0.8360416666666668,0.030361827239989498,0.8320052083333334,0.018785512441019083,0.9986846241184624,0.0009709698731996246,0.8356851108444177,0.030384760467368082,0.8321405732316665,0.018938845507363657,0.000195,7.245688373094718e-05,23.58899689540267,1.321685002051105
GRU,10,0.01043540674589924,0.0030317214799681262,0.8119734116888278,0.18583354463667257,0.8274423796374079,0.11213596180176408,0.9980178571428573,0.0011314917956164994,0.8426785714285714,0.030019126555975512,0.8391666666666666,0.018953133826064332,0.9994405498115834,0.00047022564549730026,0.8425114426820242,0.030202195029848763,0.8390059496486261,0.019228917285646716,0.00015,0.0,22.87197806723416,0.6512163707744362
GRU,11,0.00721725710162089,0.001166214084342772,0.840617329940987,0.19785076733203366,0.8561398256305983,0.11610906870626024,0.9988511904761905,0.0003571979675292925,0.8417559523809525,0.030631492555339177,0.8393750000000001,0.017145712388754838,0.999702416439734,0.0003021244023736459,0.8414189703500001,0.03101628756214041,0.8391311083008158,0.017654582213771346,0.00013499999999999997,3.162277660168379e-05,23.355390045419334,0.8129527976583464
GRU,12,0.00596597126197244,0.0013967791963735018,0.8474717037907629,0.20458782860137756,0.8791248898586794,0.11997670648227828,0.9990833333333333,0.00040292924667760847,0.8439583333333334,0.03168242946687734,0.8384114583333334,0.018728386623489596,0.9997678226585828,0.0002032679625894064,0.8437026376728571,0.031879658588008314,0.8381455535655886,0.019305894548706338,9.75e-05,3.622844186547359e-05,22.824686500430108,1.2150753333573565
GRU,13,0.00489472991015225,0.0013990855041515835,0.8536656587787451,0.21961534598934726,0.8881786447406649,0.11379846912191446,0.9992619047619048,0.0005220931475552562,0.844375,0.035321765499148255,0.839453125,0.019152480817384007,0.999797612064018,0.000359580907975198,0.84415887948541,0.03585148860408516,0.8390623891299797,0.019647195718195076,7.5e-05,0.0,23.254952108487487,0.9006810286357371
GRU,14,0.00381032206330974,0.0009414541351459668,0.861056638932572,0.19983345687923146,0.8897700878736912,0.12657907321851192,0.9995654761904762,0.0002721221297776615,0.845029761904762,0.03256841852041077,0.8411197916666667,0.01973235584850873,0.9999523809480839,7.31709925600715e-05,0.8448139451716437,0.033031153863256196,0.841008025662704,0.02015401623626997,6.749999999999999e-05,1.5811388300841894e-05,23.66436843238771,1.5319515325750925
GRU,15,0.00304538133385631,0.00038106008513208136,0.8744037649067607,0.20362792377871722,0.9050815152016609,0.13449125567519632,0.9997559523809525,0.0001237497311865802,0.8447916666666666,0.03159632670480994,0.8407291666666667,0.018967838225793586,0.9999285799086992,0.00010792322573838961,0.8445772681850906,0.0320390066414754,0.8404003202020256,0.019370938201961056,4.875e-05,1.8114220932736796e-05,23.85393465254456,2.2091162131458324
GRU,16,0.00263703178862727,0.0003953381037030506,0.8899953308805388,0.2272278289728106,0.9111781150289122,0.12656271366635022,0.9997797619047619,0.00013760746733651414,0.8452976190476191,0.034748516121381974,0.8422135416666666,0.018447947219321414,0.9999642857092296,4.161940404558796e-05,0.84508537619331,0.035337363227404495,0.8418894643992463,0.018898026376663518,3.75e-05,0.0,23.64874696340412,1.0089202971892204
