model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
ResNet18,cnn,0.9072916666666668,0.9078148242696642,0.9152719235932558,0.9072916666666636,1044.385531200096,0.2062937885057181,11424140.0,11.42414,23.0,0.5363628269456594,0.9208333333333332,0.9213056985942776,2.1769435331225395,459.3596410677825,0.0570631911978125,17524.43175730301
MobileNet_V2,cnn,0.8966145833333333,0.896647431245003,0.904636920160315,0.8966145833333306,1533.8417300973088,0.3621320065576583,2261420.0,2.26142,15.0,0.3878491107445698,0.924702380952381,0.9247667941057376,3.282071035355329,304.68566622347225,0.1811532030114904,5520.18944946047
EfficientNet_B0,cnn,0.9026041666666668,0.9021658319896004,0.90805503705444,0.9026041666666638,1197.4635228440166,0.230511647532694,4045096.0,4.045096,19.0,0.4704362237213155,0.9261904761904762,0.9265584554669702,5.388066116720438,185.5953468901884,0.1695150649175048,5899.180704007955
LSTM,temporal,0.84375,0.842613906673905,0.8484622151321227,0.8437499999999973,588.0041996054351,0.0398057105485349,595724.0,0.595724,15.0,0.999808614737066,0.8005952380952381,0.8018722319858723,0.4796727001667022,2084.7548748395866,0.0199925008928403,50018.75480011197
GRU,temporal,0.8653645833333333,0.8652105091751744,0.8701085144322181,0.8653645833333307,581.0258271750063,0.0191335828276351,513292.0,0.513292,10.0,0.9171546765860902,0.8151785714285714,0.8174617392616744,0.5998860113322735,1666.9833620209315,0.0162403431022539,61575.05378449865
CNN_LSTM,temporal,0.8888020833333333,0.8887537423499,0.8986331355576552,0.8888020833333306,1384.8194072265178,0.5632117565255612,11500492.0,11.500492,9.0,0.5495032225200529,0.8633928571428572,0.8644791262584376,4.133638795465231,241.91760564494425,0.5551377625670284,1801.3546680302766
LeNet_LSTM,temporal,0.8971354166666666,0.8978304265657503,0.90358383766979,0.8971354166666637,624.1075811311603,0.1663706454564817,331708.0,0.331708,6.0,0.3733565865882805,0.8898809523809523,0.8913928545620201,0.4607235454022884,2170.4990117812044,0.1709817379014566,5848.577820494131
TCN,temporal,0.8458333333333333,0.8461094566188597,0.8535046778899655,0.8458333333333307,862.6663425154984,0.0959094031713903,2083724.0,2.083724,15.0,1.5219426178434723,0.8080357142857143,0.8097044820075879,1.116810366511345,895.407161310444,0.0377272220794111,26506.059680066646
Transformer,attention,0.7471354166666667,0.7462090818442303,0.7519755701470121,0.7471354166666643,869.8956233654171,0.0391744950320571,259052.0,0.259052,22.0,2.414475778894332,0.6976190476190476,0.6994843663787176,0.6835625693202019,1462.923871028358,0.0199275376508012,50181.81460868008
LeNet,cnn,0.8489583333333334,0.8474749777650015,0.8502064047183375,0.8489583333333307,674.4858340360224,0.013706344179809,73726.0,0.073726,25.0,0.4289995635021894,0.8889880952380952,0.8877854913165101,0.913708172738552,1094.44134334797,0.0268498557852581,37244.147901496326
