model,seed,epoch,train_acc,val_acc,test_acc
ResNet18,42,4,0.94375,0.8875,0.88359375
ResNet18,42,5,0.9547023809523808,0.9032738095238096,0.89921875
ResNet18,42,6,0.960595238095238,0.899702380952381,0.89140625
ResNet18,42,7,0.9683333333333334,0.8979166666666667,0.8572916666666667
ResNet18,42,8,0.9732142857142856,0.9098214285714286,0.8778645833333333
ResNet18,42,9,0.990297619047619,0.9095238095238096,0.8947916666666667
ResNet18,42,10,0.991845238095238,0.9113095238095238,0.89765625
ResNet18,42,11,0.9909523809523808,0.9160714285714284,0.89140625
ResNet18,42,12,0.9958928571428572,0.9104166666666668,0.8911458333333333
ResNet18,42,13,0.9974404761904762,0.9196428571428572,0.8919270833333334
ResNet18,42,14,0.9972619047619048,0.9172619047619048,0.8958333333333334
ResNet18,42,15,0.9988690476190476,0.9166666666666666,0.8973958333333333
ResNet18,42,16,0.9992857142857144,0.9145833333333332,0.90390625
ResNet18,42,17,0.9994642857142856,0.9175595238095238,0.8979166666666667
ResNet18,42,18,0.9995833333333334,0.9226190476190476,0.89765625
ResNet18,42,19,1.0,0.9211309523809524,0.8963541666666667
ResNet18,42,20,1.0,0.9202380952380952,0.8966145833333333
ResNet18,42,21,0.9998809523809524,0.9226190476190476,0.8963541666666667
ResNet18,42,22,0.9999404761904762,0.919345238095238,0.896875
ResNet18,42,23,0.9998214285714284,0.924702380952381,0.9002604166666667
ResNet18,42,24,0.9998809523809524,0.9205357142857142,0.9026041666666668
ResNet18,42,25,0.9998214285714284,0.9211309523809524,0.8997395833333334
MobileNet_V2,42,1,0.6267857142857143,0.7982142857142858,0.7861979166666667
MobileNet_V2,42,2,0.8426190476190476,0.856547619047619,0.8200520833333333
MobileNet_V2,42,3,0.8850595238095238,0.8776785714285714,0.8278645833333333
MobileNet_V2,42,4,0.9114285714285716,0.8875,0.8705729166666667
MobileNet_V2,42,5,0.9208333333333332,0.8943452380952381,0.87578125
MobileNet_V2,42,6,0.9363095238095238,0.9101190476190476,0.884375
MobileNet_V2,42,7,0.9435714285714286,0.8964285714285715,0.8763020833333334
MobileNet_V2,42,8,0.9522619047619048,0.9038690476190476,0.8802083333333334
MobileNet_V2,42,9,0.9577380952380952,0.8949404761904762,0.8783854166666667
MobileNet_V2,42,10,0.9626190476190476,0.9026785714285714,0.89453125
MobileNet_V2,42,11,0.9641071428571428,0.8991071428571429,0.8666666666666667
MobileNet_V2,42,12,0.9807142857142858,0.925595238095238,0.8854166666666666
MobileNet_V2,42,13,0.9858333333333332,0.9273809523809524,0.89296875
MobileNet_V2,42,14,0.9871428571428572,0.918154761904762,0.8919270833333334
MobileNet_V2,42,15,0.9885714285714284,0.9110119047619047,0.87421875
MobileNet_V2,42,16,0.9933928571428572,0.9217261904761904,0.8890625
MobileNet_V2,42,17,0.9957738095238096,0.9110119047619047,0.8856770833333333
MobileNet_V2,42,18,0.995595238095238,0.9208333333333332,0.8908854166666667
MobileNet_V2,42,19,0.9980357142857142,0.924404761904762,0.89375
MobileNet_V2,42,20,0.998154761904762,0.9267857142857144,0.8940104166666667
MobileNet_V2,42,21,0.998452380952381,0.923809523809524,0.8908854166666667
MobileNet_V2,42,22,0.999404761904762,0.9235119047619048,0.8940104166666667
MobileNet_V2,42,23,0.9994642857142856,0.9258928571428572,0.89375
MobileNet_V2,42,24,0.9994642857142856,0.925595238095238,0.8963541666666667
MobileNet_V2,42,25,0.9994642857142856,0.925595238095238,0.8966145833333333
EfficientNet_B0,42,1,0.6404761904761904,0.8377976190476191,0.828125
EfficientNet_B0,42,2,0.8421428571428572,0.8833333333333333,0.8684895833333334
EfficientNet_B0,42,3,0.8932142857142857,0.9077380952380952,0.8807291666666667
EfficientNet_B0,42,4,0.9220833333333334,0.8913690476190477,0.8526041666666667
EfficientNet_B0,42,5,0.9407738095238096,0.8973214285714286,0.8908854166666667
EfficientNet_B0,42,6,0.9458333333333332,0.9029761904761904,0.8841145833333334
EfficientNet_B0,42,7,0.9745238095238096,0.9125,0.8880208333333334
EfficientNet_B0,42,8,0.9816071428571428,0.893452380952381,0.89140625
EfficientNet_B0,42,9,0.9825,0.9157738095238096,0.8895833333333333
EfficientNet_B0,42,10,0.9898809523809524,0.9142857142857144,0.8955729166666667
EfficientNet_B0,42,11,0.9941666666666666,0.9151785714285714,0.9020833333333332
EfficientNet_B0,42,12,0.9933928571428572,0.9154761904761904,0.9013020833333332
EfficientNet_B0,42,13,0.9966071428571428,0.9211309523809524,0.9018229166666668
EfficientNet_B0,42,14,0.9972619047619048,0.924702380952381,0.9036458333333334
EfficientNet_B0,42,15,0.9961309523809524,0.9151785714285714,0.8997395833333334
EfficientNet_B0,42,16,0.998452380952381,0.9229166666666668,0.9046875
EfficientNet_B0,42,17,0.9986309523809525,0.925,0.9013020833333332
EfficientNet_B0,42,18,0.9991071428571427,0.9223214285714286,0.9033854166666668
EfficientNet_B0,42,19,0.9986309523809525,0.9232142857142858,0.90390625
EfficientNet_B0,42,20,0.99875,0.9178571428571428,0.9026041666666668
EfficientNet_B0,42,21,0.9988690476190476,0.9226190476190476,0.9041666666666668
EfficientNet_B0,42,22,0.9983928571428572,0.9226190476190476,0.9026041666666668
EfficientNet_B0,42,23,0.9990476190476192,0.9202380952380952,0.90078125
EfficientNet_B0,42,24,0.9988095238095238,0.9208333333333332,0.89921875
EfficientNet_B0,42,25,0.9992857142857144,0.9196428571428572,0.8979166666666667
LSTM,42,1,0.5332142857142858,0.6113095238095239,0.6966145833333334
LSTM,42,2,0.7841666666666667,0.6979166666666666,0.7401041666666667
LSTM,42,3,0.8567261904761905,0.7422619047619048,0.7690104166666667
LSTM,42,4,0.8967857142857143,0.7738095238095238,0.8078125
LSTM,42,5,0.9230357142857144,0.7848214285714286,0.803125
LSTM,42,6,0.9397023809523808,0.7958333333333333,0.8265625
LSTM,42,7,0.9564285714285714,0.8071428571428572,0.8088541666666667
LSTM,42,8,0.9563690476190476,0.812202380952381,0.8200520833333333
LSTM,42,9,0.9663095238095238,0.8074404761904762,0.8216145833333334
LSTM,42,10,0.9736309523809524,0.7866071428571428,0.8140625
LSTM,42,11,0.9744642857142856,0.8151785714285714,0.8078125
LSTM,42,12,0.9875595238095238,0.8288690476190477,0.8372395833333334
LSTM,42,13,0.990654761904762,0.8324404761904762,0.85234375
LSTM,42,14,0.9939880952380952,0.825,0.8395833333333333
LSTM,42,15,0.9959523809523808,0.8389880952380953,0.8520833333333333
LSTM,42,16,0.9971428571428572,0.8345238095238096,0.84609375
LSTM,42,17,0.9975,0.8383928571428572,0.85625
LSTM,42,18,0.9988690476190476,0.8401785714285714,0.8575520833333333
LSTM,42,19,0.9991666666666666,0.8422619047619048,0.8559895833333333
LSTM,42,20,0.999404761904762,0.8407738095238095,0.8598958333333333
LSTM,42,21,0.999702380952381,0.8431547619047619,0.8604166666666667
LSTM,42,22,0.9995833333333334,0.8455357142857143,0.8611979166666667
LSTM,42,23,0.9994642857142856,0.8461309523809524,0.86171875
LSTM,42,24,0.9995833333333334,0.8464285714285714,0.8611979166666667
LSTM,42,25,0.9996428571428572,0.8467261904761905,0.86015625
GRU,42,1,0.5699404761904762,0.6845238095238095,0.72578125
GRU,42,2,0.835297619047619,0.763095238095238,0.7872395833333333
GRU,42,3,0.9129166666666668,0.8074404761904762,0.8033854166666666
GRU,42,4,0.9495238095238095,0.7973214285714286,0.8221354166666667
GRU,42,5,0.9658333333333332,0.8047619047619048,0.8234375
GRU,42,6,0.9754761904761904,0.7910714285714285,0.8059895833333334
GRU,42,7,0.991309523809524,0.8410714285714286,0.8401041666666667
GRU,42,8,0.994345238095238,0.8327380952380953,0.8231770833333333
GRU,42,9,0.9945833333333334,0.8455357142857143,0.8440104166666667
GRU,42,10,0.9977976190476192,0.8354166666666667,0.84296875
GRU,42,11,0.9988690476190476,0.8377976190476191,0.83671875
GRU,42,12,0.9988095238095238,0.8425595238095238,0.84375
GRU,42,13,0.9995238095238096,0.8431547619047619,0.8440104166666667
GRU,42,14,0.999702380952381,0.8464285714285714,0.8473958333333333
GRU,42,15,0.9996428571428572,0.8419642857142857,0.8395833333333333
GRU,42,16,0.9994642857142856,0.8401785714285714,0.8432291666666667
GRU,42,17,0.9995833333333334,0.8354166666666667,0.8408854166666667
GRU,42,18,0.9995833333333334,0.844047619047619,0.8416666666666667
GRU,42,19,0.9998809523809524,0.8416666666666667,0.8447916666666667
GRU,42,20,0.9996428571428572,0.8464285714285714,0.84375
GRU,42,21,0.9998809523809524,0.8416666666666667,0.8458333333333333
GRU,42,22,0.999702380952381,0.84375,0.8442708333333333
GRU,42,23,0.9999404761904762,0.8458333333333333,0.8440104166666667
GRU,42,24,0.9997619047619049,0.8449404761904762,0.8424479166666666
GRU,42,25,0.9998214285714284,0.8449404761904762,0.84296875
CNN_LSTM,42,1,0.6717857142857143,0.7303571428571428,0.78125
CNN_LSTM,42,2,0.8404166666666667,0.8291666666666667,0.8682291666666667
CNN_LSTM,42,3,0.8861309523809524,0.8315476190476191,0.86484375
CNN_LSTM,42,4,0.9094642857142856,0.8610119047619048,0.8544270833333333
CNN_LSTM,42,5,0.9335119047619048,0.8767857142857143,0.88203125
CNN_LSTM,42,6,0.9416666666666668,0.8726190476190476,0.8705729166666667
CNN_LSTM,42,7,0.9575,0.8845238095238095,0.8848958333333333
CNN_LSTM,42,8,0.9689880952380951,0.8982142857142857,0.8927083333333333
CNN_LSTM,42,9,0.9692261904761904,0.9157738095238096,0.88984375
CNN_LSTM,42,10,0.9758333333333332,0.9074404761904762,0.8966145833333333
CNN_LSTM,42,11,0.980297619047619,0.8898809523809523,0.8895833333333333
CNN_LSTM,42,12,0.9791071428571428,0.9011904761904762,0.8783854166666667
CNN_LSTM,42,13,0.9925595238095238,0.9,0.9044270833333332
CNN_LSTM,42,14,0.9947619047619048,0.9089285714285714,0.9010416666666666
CNN_LSTM,42,15,0.994404761904762,0.9223214285714286,0.9049479166666666
CNN_LSTM,42,16,0.9940476190476192,0.9208333333333332,0.8940104166666667
CNN_LSTM,42,17,0.993452380952381,0.919940476190476,0.8942708333333333
CNN_LSTM,42,18,0.9948809523809524,0.9041666666666668,0.89140625
CNN_LSTM,42,19,0.9975,0.9169642857142856,0.9018229166666668
CNN_LSTM,42,20,0.9983928571428572,0.9196428571428572,0.903125
CNN_LSTM,42,21,0.9989285714285714,0.9232142857142858,0.8963541666666667
CNN_LSTM,42,22,0.9992857142857144,0.9241071428571428,0.8981770833333333
CNN_LSTM,42,23,0.999404761904762,0.9202380952380952,0.90234375
CNN_LSTM,42,24,0.999702380952381,0.9205357142857142,0.90625
CNN_LSTM,42,25,0.9998214285714284,0.9205357142857142,0.9002604166666667
LeNet_LSTM,42,1,0.552797619047619,0.7008928571428571,0.7317708333333334
LeNet_LSTM,42,2,0.78375,0.8041666666666667,0.8119791666666667
LeNet_LSTM,42,3,0.8647619047619047,0.8532738095238095,0.8203125
LeNet_LSTM,42,4,0.9010714285714284,0.8720238095238095,0.8669270833333333
LeNet_LSTM,42,5,0.9278571428571428,0.8717261904761905,0.8651041666666667
LeNet_LSTM,42,6,0.9379761904761904,0.8973214285714286,0.8916666666666667
LeNet_LSTM,42,7,0.9467857142857142,0.8976190476190476,0.8799479166666667
LeNet_LSTM,42,8,0.948095238095238,0.8967261904761905,0.8903645833333333
LeNet_LSTM,42,9,0.9613690476190476,0.8940476190476191,0.9018229166666668
LeNet_LSTM,42,10,0.9648809523809524,0.8758928571428571,0.8752604166666667
LeNet_LSTM,42,11,0.9770238095238096,0.8961309523809524,0.8994791666666667
LeNet_LSTM,42,12,0.9829761904761904,0.8946428571428572,0.8953125
LeNet_LSTM,42,13,0.9847619047619048,0.8973214285714286,0.8981770833333333
LeNet_LSTM,42,14,0.9889880952380952,0.8991071428571429,0.88359375
LeNet_LSTM,42,15,0.9900595238095238,0.9032738095238096,0.8830729166666667
LeNet_LSTM,42,16,0.9908928571428572,0.9011904761904762,0.8958333333333334
LeNet_LSTM,42,17,0.9935119047619048,0.9032738095238096,0.896875
LeNet_LSTM,42,18,0.995297619047619,0.9071428571428573,0.8989583333333333
LeNet_LSTM,42,19,0.9949404761904762,0.9035714285714286,0.8979166666666667
LeNet_LSTM,42,20,0.9961309523809524,0.905952380952381,0.8971354166666666
LeNet_LSTM,42,21,0.9957142857142856,0.906547619047619,0.89296875
LeNet_LSTM,42,22,0.9963690476190477,0.905952380952381,0.8908854166666667
LeNet_LSTM,42,23,0.996547619047619,0.906547619047619,0.8875
LeNet_LSTM,42,24,0.9969642857142856,0.9038690476190476,0.8953125
LeNet_LSTM,42,25,0.9967857142857144,0.9050595238095238,0.89453125
TCN,42,1,0.5431547619047619,0.6925595238095238,0.703125
TCN,42,2,0.8168452380952381,0.7633928571428571,0.76875
TCN,42,3,0.8919642857142858,0.794047619047619,0.7658854166666667
TCN,42,4,0.9311904761904762,0.8080357142857143,0.7895833333333333
TCN,42,5,0.9513690476190476,0.8247023809523809,0.79375
TCN,42,6,0.9630357142857144,0.8041666666666667,0.796875
TCN,42,7,0.9732738095238096,0.8288690476190477,0.8057291666666667
TCN,42,8,0.9754761904761904,0.8169642857142857,0.8033854166666666
TCN,42,9,0.99,0.8294642857142858,0.81484375
TCN,42,10,0.9936904761904762,0.844047619047619,0.8140625
TCN,42,11,0.99375,0.8360119047619048,0.8247395833333333
TCN,42,12,0.9970238095238096,0.8383928571428572,0.8213541666666667
TCN,42,13,0.9976190476190476,0.8485119047619047,0.8234375
TCN,42,14,0.9982738095238096,0.8383928571428572,0.82578125
TCN,42,15,0.998452380952381,0.8357142857142857,0.82421875
TCN,42,16,0.9988095238095238,0.8443452380952381,0.8307291666666666
TCN,42,17,0.9983928571428572,0.8464285714285714,0.8268229166666666
TCN,42,18,0.9991666666666666,0.8446428571428571,0.8263020833333333
TCN,42,19,0.999404761904762,0.8491071428571428,0.8291666666666667
TCN,42,20,0.999345238095238,0.8473214285714286,0.8268229166666666
TCN,42,21,0.9992857142857144,0.8464285714285714,0.8302083333333333
TCN,42,22,0.9994642857142856,0.850297619047619,0.8299479166666667
TCN,42,23,0.9995833333333334,0.8514880952380952,0.8315104166666667
TCN,42,24,0.9994642857142856,0.8494047619047619,0.8307291666666666
TCN,42,25,0.9996428571428572,0.85,0.8296875
Transformer,42,1,0.3508928571428571,0.4148809523809524,0.4635416666666667
Transformer,42,2,0.5948809523809524,0.5095238095238095,0.5578125
Transformer,42,3,0.7320238095238095,0.5791666666666667,0.6216145833333333
Transformer,42,4,0.8063690476190476,0.6351190476190476,0.6541666666666667
Transformer,42,5,0.8589285714285714,0.6458333333333334,0.6770833333333334
Transformer,42,6,0.8904761904761904,0.6568452380952381,0.6903645833333333
Transformer,42,7,0.915,0.6636904761904762,0.6971354166666667
Transformer,42,8,0.9277380952380953,0.6681547619047619,0.6986979166666667
Transformer,42,9,0.9407738095238096,0.6696428571428571,0.6989583333333333
Transformer,42,10,0.9497023809523808,0.6717261904761904,0.69453125
Transformer,42,11,0.9342857142857144,0.6696428571428571,0.7002604166666667
Transformer,42,12,0.9520238095238096,0.6794642857142857,0.7072916666666667
Transformer,42,13,0.9653571428571428,0.6898809523809524,0.6963541666666667
Transformer,42,14,0.9741666666666666,0.6857142857142857,0.7059895833333333
Transformer,42,15,0.983154761904762,0.6907738095238095,0.7138020833333333
Transformer,42,16,0.9876190476190476,0.687202380952381,0.7260416666666667
Transformer,42,17,0.9909523809523808,0.6892857142857143,0.7192708333333333
Transformer,42,18,0.9936309523809524,0.7008928571428571,0.7182291666666667
Transformer,42,19,0.9944642857142856,0.6979166666666666,0.7153645833333333
Transformer,42,20,0.995654761904762,0.6883928571428571,0.71796875
Transformer,42,21,0.9969642857142856,0.6946428571428571,0.7169270833333333
Transformer,42,22,0.9976785714285714,0.6955357142857143,0.7174479166666666
Transformer,42,23,0.998452380952381,0.6907738095238095,0.7169270833333333
Transformer,42,24,0.99875,0.7032738095238096,0.7252604166666666
Transformer,42,25,0.9989880952380952,0.700595238095238,0.7140625
LeNet,43,1,0.7060714285714286,0.7613095238095238,0.75234375
LeNet,43,2,0.849047619047619,0.8047619047619048,0.7786458333333334
LeNet,43,3,0.8876785714285714,0.837202380952381,0.82265625
LeNet,43,4,0.9086904761904762,0.8491071428571428,0.82734375
LeNet,43,5,0.9286904761904762,0.856547619047619,0.8375
LeNet,43,6,0.9386904761904762,0.8538690476190476,0.8494791666666667
LeNet,43,7,0.9492857142857144,0.8633928571428572,0.83984375
LeNet,43,8,0.9585714285714284,0.8696428571428572,0.84921875
LeNet,43,9,0.9619642857142856,0.8630952380952381,0.8486979166666667
LeNet,43,10,0.9667857142857142,0.856845238095238,0.8395833333333333
LeNet,43,11,0.973095238095238,0.8505952380952381,0.8515625
LeNet,43,12,0.9879761904761905,0.8809523809523809,0.865625
LeNet,43,13,0.9894642857142856,0.8660714285714286,0.8520833333333333
LeNet,43,14,0.9910119047619048,0.8821428571428571,0.8627604166666667
LeNet,43,15,0.992202380952381,0.8690476190476191,0.8567708333333334
LeNet,43,16,0.9970833333333332,0.875297619047619,0.86640625
LeNet,43,17,0.9979761904761904,0.8791666666666667,0.86640625
LeNet,43,18,0.9982142857142856,0.8809523809523809,0.86484375
LeNet,43,19,0.9988095238095238,0.8818452380952381,0.8682291666666667
LeNet,43,20,0.9989880952380952,0.8839285714285714,0.8666666666666667
LeNet,43,21,0.9992261904761904,0.8872023809523809,0.86875
LeNet,43,22,0.999404761904762,0.8833333333333333,0.8682291666666667
LeNet,43,23,0.9994642857142856,0.8857142857142857,0.8703125
LeNet,43,24,0.999404761904762,0.8863095238095238,0.871875
LeNet,43,25,0.9996428571428572,0.8872023809523809,0.871875
ResNet18,43,1,0.7952976190476191,0.8663690476190476,0.8354166666666667
ResNet18,43,2,0.9002976190476191,0.9113095238095238,0.8848958333333333
ResNet18,43,3,0.9313690476190476,0.9291666666666668,0.8859375
ResNet18,43,4,0.9445238095238097,0.9148809523809524,0.8822916666666667
ResNet18,43,5,0.9541071428571428,0.9172619047619048,0.8828125
ResNet18,43,6,0.96375,0.9205357142857142,0.8947916666666667
ResNet18,43,7,0.983452380952381,0.9252976190476192,0.9036458333333334
ResNet18,43,8,0.988154761904762,0.9315476190476192,0.896875
ResNet18,43,9,0.9877976190476192,0.9294642857142856,0.8942708333333333
ResNet18,43,10,0.994345238095238,0.9342261904761904,0.9140625
ResNet18,43,11,0.9963095238095238,0.9258928571428572,0.9059895833333332
ResNet18,43,12,0.9966071428571428,0.9336309523809524,0.903125
ResNet18,43,13,0.9983333333333332,0.9291666666666668,0.9067708333333332
ResNet18,43,14,0.9983333333333332,0.9386904761904762,0.9028645833333332
ResNet18,43,15,0.9991071428571427,0.9324404761904762,0.90703125
ResNet18,43,16,0.999702380952381,0.9342261904761904,0.9083333333333332
ResNet18,43,17,0.9995833333333334,0.9354166666666668,0.90703125
ResNet18,43,18,0.9995833333333334,0.9345238095238096,0.9088541666666666
ResNet18,43,19,0.9998214285714284,0.9348214285714286,0.9114583333333334
ResNet18,43,20,0.9998809523809524,0.9327380952380953,0.9114583333333334
ResNet18,43,21,0.9999404761904762,0.9339285714285714,0.9119791666666668
ResNet18,43,22,0.9998809523809524,0.937202380952381,0.90859375
ResNet18,43,23,0.9998809523809524,0.9348214285714286,0.9098958333333332
ResNet18,43,24,0.999702380952381,0.9321428571428572,0.9111979166666668
ResNet18,43,25,0.9999404761904762,0.9354166666666668,0.9096354166666668
MobileNet_V2,43,1,0.5964285714285714,0.7967261904761904,0.7791666666666667
MobileNet_V2,43,2,0.8161309523809523,0.8523809523809524,0.8083333333333333
MobileNet_V2,43,3,0.8789285714285714,0.899702380952381,0.8822916666666667
MobileNet_V2,43,4,0.9067261904761904,0.8714285714285714,0.8669270833333333
MobileNet_V2,43,5,0.9195238095238096,0.9032738095238096,0.8763020833333334
MobileNet_V2,43,6,0.9278571428571428,0.91875,0.9046875
MobileNet_V2,43,7,0.9403571428571428,0.8961309523809524,0.8869791666666667
MobileNet_V2,43,8,0.9458333333333332,0.918154761904762,0.8971354166666666
MobileNet_V2,43,9,0.9536904761904762,0.9151785714285714,0.8942708333333333
MobileNet_V2,43,10,0.9789880952380952,0.9294642857142856,0.9135416666666668
MobileNet_V2,43,11,0.981904761904762,0.9303571428571428,0.9059895833333332
MobileNet_V2,43,12,0.9838690476190476,0.9220238095238096,0.9122395833333332
MobileNet_V2,43,13,0.9844642857142856,0.9223214285714286,0.8973958333333333
MobileNet_V2,43,14,0.9938690476190476,0.9264880952380952,0.9151041666666668
MobileNet_V2,43,15,0.9942261904761904,0.9214285714285714,0.9072916666666668
MobileNet_V2,43,16,0.9960714285714286,0.9273809523809524,0.9140625
MobileNet_V2,43,17,0.9983928571428572,0.9294642857142856,0.9111979166666668
MobileNet_V2,43,18,0.9989880952380952,0.9282738095238096,0.91875
MobileNet_V2,43,19,0.9979761904761904,0.9258928571428572,0.9158854166666668
MobileNet_V2,43,20,0.9991666666666666,0.9303571428571428,0.9192708333333334
MobileNet_V2,43,21,0.9996428571428572,0.9291666666666668,0.9145833333333332
MobileNet_V2,43,22,0.9989880952380952,0.9294642857142856,0.91875
MobileNet_V2,43,23,0.9996428571428572,0.9300595238095238,0.9174479166666668
MobileNet_V2,43,24,0.9995833333333334,0.9333333333333332,0.91640625
MobileNet_V2,43,25,0.9997619047619049,0.9324404761904762,0.9190104166666668
EfficientNet_B0,43,1,0.6369642857142858,0.8342261904761905,0.8130208333333333
EfficientNet_B0,43,2,0.8597023809523809,0.8741071428571429,0.8346354166666666
EfficientNet_B0,43,3,0.9053571428571427,0.8967261904761905,0.8752604166666667
EfficientNet_B0,43,4,0.9308928571428572,0.9148809523809524,0.8791666666666667
EfficientNet_B0,43,5,0.9441666666666668,0.9113095238095238,0.859375
EfficientNet_B0,43,6,0.9542857142857144,0.924702380952381,0.8822916666666667
EfficientNet_B0,43,7,0.960059523809524,0.9220238095238096,0.9083333333333332
EfficientNet_B0,43,8,0.9704761904761904,0.9223214285714286,0.9028645833333332
EfficientNet_B0,43,9,0.96875,0.918154761904762,0.8919270833333334
EfficientNet_B0,43,10,0.9711904761904762,0.931845238095238,0.9145833333333332
EfficientNet_B0,43,11,0.9891071428571429,0.9300595238095238,0.9015625
EfficientNet_B0,43,12,0.9914880952380952,0.9300595238095238,0.9036458333333334
EfficientNet_B0,43,13,0.9904166666666666,0.9324404761904762,0.915625
EfficientNet_B0,43,14,0.9959523809523808,0.938095238095238,0.9114583333333334
EfficientNet_B0,43,15,0.9973214285714286,0.9446428571428572,0.9122395833333332
EfficientNet_B0,43,16,0.9973214285714286,0.9395833333333332,0.90546875
EfficientNet_B0,43,17,0.99875,0.9407738095238096,0.90859375
EfficientNet_B0,43,18,0.9986904761904762,0.9383928571428573,0.9109375
EfficientNet_B0,43,19,0.9982738095238096,0.9416666666666668,0.9151041666666668
EfficientNet_B0,43,20,0.9986309523809525,0.9446428571428572,0.9122395833333332
EfficientNet_B0,43,21,0.9994642857142856,0.9416666666666668,0.9143229166666668
EfficientNet_B0,43,22,0.9994642857142856,0.9455357142857144,0.909375
EfficientNet_B0,43,23,0.999702380952381,0.9428571428571428,0.9096354166666668
EfficientNet_B0,43,24,0.999702380952381,0.9428571428571428,0.9119791666666668
EfficientNet_B0,43,25,0.9995238095238096,0.9455357142857144,0.9130208333333332
LSTM,43,1,0.5339880952380952,0.6538690476190476,0.6166666666666667
LSTM,43,2,0.766547619047619,0.7404761904761905,0.7041666666666667
LSTM,43,3,0.8523809523809524,0.7735119047619048,0.725
LSTM,43,4,0.9010119047619048,0.8092261904761905,0.79140625
LSTM,43,5,0.9267857142857144,0.8285714285714286,0.78515625
LSTM,43,6,0.9427380952380952,0.8360119047619048,0.796875
LSTM,43,7,0.9586309523809524,0.8410714285714286,0.8143229166666667
LSTM,43,8,0.9636904761904762,0.8247023809523809,0.8036458333333333
LSTM,43,9,0.9697023809523808,0.8479166666666667,0.8229166666666666
LSTM,43,10,0.9849404761904762,0.8532738095238095,0.8296875
LSTM,43,11,0.9914285714285714,0.850297619047619,0.8322916666666667
LSTM,43,12,0.9923214285714286,0.8464285714285714,0.834375
LSTM,43,13,0.9951785714285716,0.8464285714285714,0.8369791666666667
LSTM,43,14,0.9970238095238096,0.8544642857142857,0.8401041666666667
LSTM,43,15,0.9976190476190476,0.8497023809523809,0.8372395833333334
LSTM,43,16,0.9983928571428572,0.8577380952380952,0.8390625
LSTM,43,17,0.9988690476190476,0.8607142857142858,0.8458333333333333
LSTM,43,18,0.9986309523809525,0.8532738095238095,0.83671875
LSTM,43,19,0.9992261904761904,0.8541666666666666,0.83671875
LSTM,43,20,0.999404761904762,0.8532738095238095,0.8421875
LSTM,43,21,0.9995238095238096,0.8556547619047619,0.8453125
LSTM,43,22,0.999345238095238,0.8538690476190476,0.8442708333333333
LSTM,43,23,0.999404761904762,0.8586309523809523,0.84609375
LSTM,43,24,0.9994642857142856,0.8556547619047619,0.84609375
LSTM,43,25,0.999702380952381,0.8553571428571428,0.846875
GRU,43,1,0.5917857142857142,0.7035714285714286,0.6763020833333333
GRU,43,2,0.8349404761904762,0.7761904761904762,0.7578125
GRU,43,3,0.9161904761904762,0.8113095238095238,0.7916666666666666
GRU,43,4,0.9547619047619048,0.8321428571428572,0.8109375
GRU,43,5,0.9705357142857144,0.8479166666666667,0.8221354166666667
GRU,43,6,0.9757142857142858,0.8279761904761904,0.7924479166666667
GRU,43,7,0.9832142857142856,0.8467261904761905,0.8208333333333333
GRU,43,8,0.993452380952381,0.8523809523809524,0.83125
GRU,43,9,0.9971428571428572,0.8553571428571428,0.8341145833333333
GRU,43,10,0.9967857142857144,0.8654761904761905,0.8325520833333333
GRU,43,11,0.9988095238095238,0.8642857142857143,0.834375
