epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_f1,val_macro_f1,lr,epoch_time_s,cum_time_s,is_best
1.0,1.6844358332951863,0.66125,0.6496026136500727,1.3746368203844344,0.5827380952380953,0.55753596698618,0.55753596698618,0.0001,18.31157386302948,18.31157386302948,1.0
2.0,1.0894782068615867,0.7433333333333333,0.7377333940703816,1.2085770817030044,0.6467261904761905,0.6301559596735704,0.6301559596735704,0.0001,5.236455366015434,23.548029229044914,1.0
3.0,0.9250153163501195,0.8024404761904762,0.8023655074206971,1.0830758628391084,0.7,0.6975064962638758,0.6975064962638758,0.0001,6.287122398614883,29.835151627659798,1.0
4.0,0.8263753383500235,0.8301785714285714,0.8298427206553308,1.013400118407749,0.7276785714285714,0.7232216044714841,0.7232216044714841,0.0001,7.93687554821372,37.77202717587352,1.0
5.0,0.7599087523278736,0.8491071428571428,0.8493760433620133,0.9783949451787132,0.7401785714285715,0.7391264808309114,0.7391264808309114,0.0001,7.953838802874088,45.725865978747606,1.0
6.0,0.7100227822008587,0.8672619047619048,0.8669815754237368,0.9457751978011358,0.7464285714285714,0.7456850213029661,0.7456850213029661,0.0001,7.5495354272425175,53.275401405990124,1.0
7.0,0.6693445940244765,0.8833928571428571,0.8831978145864311,0.8995240395977384,0.7720238095238096,0.7702559997794877,0.7702559997794877,0.0001,5.951138064265251,59.226539470255375,1.0
8.0,0.6391374970050085,0.8946428571428572,0.8946929874021304,0.8736030842576709,0.7773809523809524,0.7752840268183876,0.7752840268183876,0.0001,7.317086659371853,66.54362612962723,1.0
9.0,0.610244301046644,0.9068452380952381,0.9068069042956376,0.8462667371545519,0.7860119047619047,0.7843800333341401,0.7843800333341401,0.0001,8.000129660591483,74.54375579021871,1.0
10.0,0.5868344912074861,0.9041666666666667,0.9033074688621539,0.8570688242004031,0.7824404761904762,0.7775193526172733,0.7775193526172733,0.0001,7.984774408861995,82.5285301990807,0.0
