model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
CNN_LSTM,temporal,0.91640625,0.9160903297638865,0.9173285387114564,0.9164062499999971,1427.56359353289,0.55871490330901,11500492.0,11.500492,18.0,0.41813170269437944,0.9211309523809523,0.9211615337736089,1.866975650191307,535.6256252712942,0.5591941432794556,1788.2876850880268
