split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,ResNet18,cnn,0.91875,,0.9179788141560524,,0.9239130067917215,,0.9187499999999972,,1041.1877784449607,,0.6102021259721369,,11.42414
