model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM,42,0,class_0,0.9161849710982631,0.9906249999999969,0.9519519519514497,320
LeNet_LSTM,42,1,class_1,0.9723076923076892,0.9874999999999968,0.979844961239807,320
LeNet_LSTM,42,2,class_2,0.9539877300613467,0.9718749999999969,0.9628482972131192,320
LeNet_LSTM,42,3,class_3,0.5642458100558648,0.946874999999997,0.7071178529750262,320
LeNet_LSTM,42,4,class_4,0.9410029498525045,0.9968749999999968,0.9681335356595884,320
LeNet_LSTM,42,5,class_5,0.9937694704049812,0.9968749999999968,0.9953198127920083,320
LeNet_LSTM,42,6,class_6,0.827586206896546,0.3749999999999988,0.516129032257633,320
LeNet_LSTM,42,7,class_7,0.9575971731448729,0.8468749999999973,0.8988391376446067,320
LeNet_LSTM,42,8,class_8,0.9679715302491068,0.8499999999999973,0.9051580698830264,320
LeNet_LSTM,42,9,class_9,0.9574468085106353,0.9843749999999969,0.9707241910626712,320
LeNet_LSTM,42,10,class_10,0.9999999999999968,0.9874999999999968,0.9937106918233961,320
LeNet_LSTM,42,11,class_11,0.9006849315068461,0.8218749999999974,0.8594771241825045,320
