model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
LeNet_LSTM,temporal,0.8963541666666667,0.8924378882237365,0.9127321061740545,0.8963541666666638,4169.945409458131,0.4312558565288782,803548.0,0.803548,8.0,0.5597595383013998,0.9169642857142857,0.9164409535129944,2.0138487592339516,496.56161884787724,0.30639488075394183,3263.762101831836
