model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
Transformer,Transformer baseline,0.9989285714285714,,0.9998214497838962,,0.81875,,0.8184377265030314,,0.8169270833333333,,0.8087017757061664,,1.080076,1974.0506235491484,,0.25224739219993353,
