epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_f1,val_macro_f1,lr,epoch_time_s,cum_time_s,is_best
1.0,1.5795710493269421,0.7590476190476191,0.7577974362432219,1.109126465803101,0.6595238095238095,0.6600184623572075,0.6600184623572075,5e-05,380.69442822411656,380.69442822411656,1.0
2.0,0.7076910034247808,0.8969047619047619,0.8961072546847721,0.8382701690175703,0.7264880952380952,0.7263036119039814,0.7263036119039814,5e-05,369.89107212238014,750.5855003464967,1.0
3.0,0.39740505204314275,0.9451785714285714,0.9452408466613899,0.856837015816321,0.756547619047619,0.757671828741679,0.757671828741679,5e-05,370.22806144319475,1120.8135617896914,1.0
4.0,0.258895646688484,0.9665476190476191,0.966564294604641,0.795524371045065,0.7854166666666667,0.7865020988242969,0.7865020988242969,5e-05,370.0799140986055,1490.893475888297,1.0
5.0,0.17437296535287586,0.9767857142857143,0.976771046097559,0.8795981847315228,0.7925595238095238,0.7925232337108392,0.7925232337108392,5e-05,371.24535866081715,1862.138834549114,1.0
6.0,0.1324658070788497,0.9809523809523809,0.9809693447716338,0.8968736204967301,0.8023809523809524,0.8043044788758832,0.8043044788758832,5e-05,376.95683417469263,2239.0956687238067,1.0
7.0,0.10495691955089569,0.99,0.9900023421228837,0.877288150703784,0.8101190476190476,0.8107725181195682,0.8107725181195682,2.5e-05,380.2962401919067,2619.3919089157134,1.0
8.0,0.05265375561657406,0.9959523809523809,0.9959508400799088,1.0071907477668858,0.8148809523809524,0.8154217605425726,0.8154217605425726,2.5e-05,376.73638091795146,2996.128289833665,1.0
9.0,0.03777161316502662,0.9963690476190477,0.9963694099480818,1.051767578705767,0.8208333333333333,0.821603675362513,0.821603675362513,2.5e-05,373.5322526600212,3369.660542493686,1.0
10.0,0.03154943683317729,0.9975,0.9974999874187945,1.102397967851305,0.819047619047619,0.820084167570061,0.820084167570061,1.25e-05,392.43385624699295,3762.094398740679,0.0
