model,seed,class_id,class_name,precision,recall,f1,support
LSTM,42,0,class_0,0.8547008547008522,0.937499999999997,0.8941877794331794,320
LSTM,42,1,class_1,0.9021406727828718,0.921874999999997,0.911901081916035,320
LSTM,42,2,class_2,0.9470404984423646,0.949999999999997,0.9485179407171256,320
LSTM,42,3,class_3,0.6484374999999982,0.7781249999999975,0.7073863636358656,320
LSTM,42,4,class_4,0.8397626112759619,0.8843749999999971,0.861491628614414,320
LSTM,42,5,class_5,0.9261538461538432,0.940624999999997,0.9333333333328303,320
LSTM,42,6,class_6,0.6819923371647483,0.5562499999999982,0.6127366609289351,320
LSTM,42,7,class_7,0.9298892988929854,0.7874999999999975,0.8527918781720892,320
LSTM,42,8,class_8,0.9102564102564072,0.8874999999999972,0.898734177214687,320
LSTM,42,9,class_9,0.93037974683544,0.9187499999999971,0.9245283018862895,320
LSTM,42,10,class_10,0.937888198757761,0.943749999999997,0.940809968846849,320
LSTM,42,11,class_11,0.8338658146964829,0.8156249999999974,0.8246445497625305,320
