model,seed,class_id,class_name,precision,recall,f1,support
Transformer,43,0,class_0,0.7638036809815927,0.7781249999999975,0.770897832816835,320
Transformer,43,1,class_1,0.7616099071207406,0.7687499999999975,0.7651632970445985,320
Transformer,43,2,class_2,0.763681592039799,0.959374999999997,0.8504155124648779,320
Transformer,43,3,class_3,0.6780303030303004,0.5593749999999982,0.6130136986296395,320
Transformer,43,4,class_4,0.7774566473988417,0.8406249999999973,0.807807807807306,320
Transformer,43,5,class_5,0.8309037900874611,0.8906249999999971,0.8597285067868282,320
Transformer,43,6,class_6,0.6264367816091936,0.6812499999999978,0.6526946107779419,320
Transformer,43,7,class_7,0.6734006734006711,0.624999999999998,0.6482982171794014,320
Transformer,43,8,class_8,0.9273927392739243,0.8781249999999972,0.9020866773670736,320
Transformer,43,9,class_9,0.946428571428568,0.8281249999999973,0.8833333333328325,320
Transformer,43,10,class_10,0.7311475409836041,0.6968749999999978,0.713599999999498,320
Transformer,43,11,class_11,0.9603960396039571,0.909374999999997,0.9341894060990157,320
