model,seed,epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,test_loss,test_acc,test_f1,lr,epoch_time_sec
GRU,44,1,1.2521770211628505,0.5746428571428571,0.8204777814011258,0.8351559395236628,0.7142857142857143,0.7126698500634948,0.9277081321304043,0.6817708333333333,0.6752854451336177,0.0006,12.455984795466065
GRU,44,2,0.46223245853469486,0.8427976190476191,0.9377386806409961,0.6170341812162882,0.8086309523809524,0.809703674942699,0.6823970790486783,0.7729166666666667,0.7705967596810307,0.0006,12.732985293492675
GRU,44,3,0.23172371097973415,0.9277380952380953,0.9679512020934277,0.5759617135194796,0.837202380952381,0.8377564829959147,0.7354043524634714,0.7994791666666666,0.798036385114674,0.0006,12.603317784145474
GRU,44,4,0.14640804874045507,0.9544642857142858,0.9740686433424949,0.5793571550487763,0.8428571428571429,0.8427814001116158,0.6351999095020194,0.8177083333333334,0.8196049970523941,0.0006,11.9156184643507
GRU,44,5,0.09211582652869679,0.9719642857142857,0.9838807047842527,0.6681776939325833,0.8333333333333334,0.8342290802905629,0.7075309221477558,0.8151041666666666,0.815168032029738,0.0006,11.354416012763977
GRU,44,6,0.07339264963354383,0.9782142857142857,0.9895823613929035,0.7012716636948643,0.8523809523809524,0.8532529421368665,0.6673589533039679,0.8265625,0.8242780026081733,0.0003,11.638300532475114
GRU,44,7,0.025358643616948808,0.9933928571428572,0.9977381625011855,0.7080750309706976,0.8514880952380952,0.8513049970708756,0.736167308522272,0.8377604166666667,0.8373733749285556,0.0003,13.482743170112371
GRU,44,8,0.015376111687648865,0.9967857142857143,0.998987860428139,0.6907100870811735,0.8681547619047619,0.868911865639601,0.7773660002545512,0.8395833333333333,0.8382230622571615,0.0003,11.629340654239058
GRU,44,9,0.01275402702036358,0.9969642857142857,0.9982135050826301,0.8403902912010727,0.843452380952381,0.8443295360248526,0.7844981023915655,0.8354166666666667,0.835723350247053,0.00015,9.773192007094622
GRU,44,10,0.00852672142641885,0.9983928571428572,0.9998214497838962,0.7532106677505431,0.8645833333333334,0.8654453258451315,0.7817737853629902,0.8466145833333333,0.8462222949159978,0.00015,12.141075741499662
GRU,44,11,0.006342086664267949,0.9988690476190476,0.9997023809215109,0.785057611181955,0.8550595238095238,0.8558452300628528,0.8073848390912948,0.8427083333333333,0.8424203719287645,0.00015,10.561185240745544
GRU,44,12,0.00388786453576315,0.9995833333333334,0.9998214283659349,0.7817747894705029,0.8681547619047619,0.8685975539529714,0.8477598940951186,0.8453125,0.8449935524349811,7.5e-05,10.547359829768538
GRU,44,13,0.003604355440253303,0.9996428571428572,0.9999999999994992,0.7664591785847387,0.8767857142857143,0.8774435052209365,0.8383402108743515,0.8434895833333333,0.8423491665890817,7.5e-05,11.34178582020104
GRU,44,14,0.0028717691415832158,0.9998214285714285,0.9999999999994992,0.7794236884008916,0.8693452380952381,0.870184753476928,0.8466302680035975,0.8484375,0.8482952658111484,7.5e-05,10.674584738910198
GRU,44,15,0.0024768310004756565,0.9998214285714285,0.999940476182383,0.7788029356614321,0.8726190476190476,0.8734834475277428,0.8613906181106965,0.846875,0.8458560685080571,3.75e-05,11.542566012591124
GRU,44,16,0.002048241865067255,0.9998214285714285,0.9999999999994992,0.806290223169656,0.8699404761904762,0.8708220805146428,0.861000433778463,0.846875,0.8463237714083891,3.75e-05,10.902932833880186
GRU,44,17,0.002029537586938767,0.9998214285714285,0.9999999999994992,0.814884159823608,0.8708333333333333,0.8715921436614016,0.8593683832717943,0.8479166666666667,0.8473583434244589,3.75e-05,12.510706063359976
GRU,44,18,0.001666684512581144,0.9999404761904762,0.9999999999994992,0.8059349582421073,0.8726190476190476,0.873520023112773,0.874575547016381,0.8494791666666667,0.8486934658164434,1.875e-05,11.536985820159316
GRU,44,19,0.0013229283619494666,1.0,0.9999999999994992,0.8184555125906454,0.8717261904761905,0.8726608494460012,0.8779195774070103,0.84921875,0.8485687735778734,1.875e-05,12.090850338339806
GRU,44,20,0.0015031642998967851,0.9998809523809524,0.9999999999994992,0.819887308579997,0.8696428571428572,0.8707266227666931,0.9115767480503564,0.8494791666666667,0.8488345911215697,1.875e-05,11.448808373883367
GRU,44,21,0.0014864916106065115,0.9998214285714285,0.9999999999994992,0.8348082977650587,0.8708333333333333,0.8718046770602736,0.9084719364648967,0.8471354166666667,0.8464611991712468,9.375e-06,12.04240456968546
GRU,44,22,0.0013099240618092674,0.9998809523809524,0.9999999999994992,0.8406176383862094,0.8705357142857143,0.8714104363843204,0.8971921915722002,0.8479166666666667,0.8471844363583982,9.375e-06,11.265511428937316
