epoch,train_loss,val_loss,val_acc,val_f1,lr,epoch_time_s,cum_time_s
1.0,0.7833308150867621,0.8811140075552996,0.7327380952380952,0.7249097920232576,0.0003,248.1368542946875,248.1368542946875
2.0,0.3630853221955754,0.9626758489869475,0.7803571428571429,0.7809365863541936,0.0003,234.7641279809177,482.9009822756052
3.0,0.27137646785804204,1.5521226794987184,0.7645833333333333,0.7616965334252402,0.0003,234.60757793672383,717.508560212329
4.0,0.21647622445509548,1.4654939223815993,0.7904761904761904,0.7889854473593049,0.00015,235.066590603441,952.57515081577
5.0,0.08837658603986104,1.4241207692716547,0.8110119047619048,0.8117078837294011,0.00015,233.93423140980303,1186.509382225573
6.0,0.05099527683996019,1.8303028056635948,0.8145833333333333,0.81568560037729,0.00015,236.36916960775852,1422.8785518333316
7.0,0.06264198567895662,1.8548661378648188,0.8148809523809524,0.8143850821067115,7.5e-05,235.4941940139979,1658.3727458473295
8.0,0.01634762895958764,2.1808033151351487,0.8270833333333333,0.82807654534885,7.5e-05,234.2603575065732,1892.6331033539027
9.0,0.00856826521101452,2.6531819474032554,0.8294642857142858,0.8290529979037363,7.5e-05,230.93918547593057,2123.5722888298333
10.0,0.01043584419148309,2.733393784977537,0.8321428571428572,0.8326126177259906,3.75e-05,231.76005788333714,2355.3323467131704
