split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,44.0,GRU,temporal,0.8794270833333333,0.8781959966555736,0.8792107061377868,0.8794270833333306,1785.060748130083,0.4123973078094423,1057036.0,1.057036
