epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_f1,val_macro_f1,lr,epoch_time_s,cum_time_s,is_best
1.0,1.7299638016595587,0.6572619047619047,0.6420980554621917,1.3733046372731528,0.569047619047619,0.5546643083023591,0.5546643083023591,0.0006,24.115169160068035,24.115169160068035,1.0
2.0,1.0590647234662858,0.8061904761904762,0.8066723469575018,1.1325845071247647,0.6708333333333333,0.6713430400714119,0.6713430400714119,0.0006,8.200873902067542,32.31604306213558,1.0
3.0,0.7990530654504725,0.8429761904761904,0.8398923609001501,1.0910861798695155,0.7110119047619048,0.7092986466424368,0.7092986466424368,0.0006,8.700068360194564,41.01611142233014,1.0
4.0,0.6707199079908799,0.8735119047619048,0.8691873743912159,1.0612509948866709,0.7404761904761905,0.7367325939404302,0.7367325939404302,0.0006,7.564157584682107,48.58026900701225,1.0
5.0,0.5998006534440435,0.8529166666666667,0.8457850947691519,1.1611961381775993,0.7047619047619048,0.6933320929604219,0.6933320929604219,0.0006,8.109065916389227,56.689334923401475,0.0
6.0,0.5549924914147917,0.9045833333333333,0.9040476851628628,1.1253819454283942,0.7366071428571429,0.7362033308751824,0.7362033308751824,0.0006,7.633944556117058,64.32327947951853,0.0
7.0,0.5185399101940851,0.8939285714285714,0.8939983489405217,1.208494938555218,0.7139880952380953,0.705117876030997,0.705117876030997,0.0003,6.854083077982068,71.1773625575006,0.0
8.0,0.4628569431631284,0.9119642857142857,0.912114730631637,1.195270826703026,0.7258928571428571,0.7234501307823943,0.7234501307823943,0.0003,8.665531940758228,79.84289449825883,0.0
9.0,0.4388643125844092,0.9254761904761905,0.9244284943930897,1.184530398391542,0.7473214285714286,0.7466569788720343,0.7466569788720343,0.0003,7.318991357460618,87.16188585571945,1.0
10.0,0.42600337906028835,0.8704761904761905,0.8676583924611706,1.3975303269567945,0.6925595238095238,0.6807041505446839,0.6807041505446839,0.00015,7.821933463215828,94.98381931893528,0.0
