model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,num_channels,dropout,host,gpu_local_id,cuda_visible_devices,pid
TCN,2,1,243,0.0001,4,1e-05,25,25,19,0.8553072709376618,0.8550595238095238,2.6255724237595035,0.8537152459518902,0.00037580138792926265,0.8532710748088305,5630.843933857977,7281420,,,ok,,,384,0.1,ubuntu,3,3,3175244
TCN,2,2,244,0.0002,4,0.0001,25,25,9,0.8576824424842654,0.8580357142857142,1.681873826405362,0.8566777198702347,0.00023943159661918693,0.8564991311524345,5977.099381733686,7281420,,,ok,,,384,0.0,ubuntu,5,5,3176130
TCN,2,3,245,0.0001,8,0.0001,25,25,24,0.8476732228016014,0.8476190476190476,1.8359110016930433,0.8464691032823772,0.0009003332797304498,0.8465013509688933,4094.4300366416574,3936780,,,ok,,,256,0.1,ubuntu,0,0,3176500
