model,seed,class_id,class_name,precision,recall,f1,support
MobileNet_V2,44,0,class_0,0.951219512195119,0.9749999999999969,0.96296296296246,320
MobileNet_V2,44,1,class_1,0.9845201238390062,0.9937499999999968,0.9891135303260908,320
MobileNet_V2,44,2,class_2,0.9292035398230061,0.9843749999999969,0.955993930196766,320
MobileNet_V2,44,3,class_3,0.7324675324675305,0.8812499999999972,0.7999999999995019,320
MobileNet_V2,44,4,class_4,0.9620253164556931,0.949999999999997,0.9559748427667926,320
MobileNet_V2,44,5,class_5,0.9907120743034025,0.9999999999999968,0.9953343701394657,320
MobileNet_V2,44,6,class_6,0.8293650793650761,0.653124999999998,0.7307692307687352,320
MobileNet_V2,44,7,class_7,0.9394904458598695,0.921874999999997,0.9305993690846704,320
MobileNet_V2,44,8,class_8,0.94171779141104,0.959374999999997,0.9504643962843268,320
MobileNet_V2,44,9,class_9,0.9718749999999969,0.9718749999999969,0.9718749999994969,320
MobileNet_V2,44,10,class_10,0.9872204472843418,0.965624999999997,0.9763033175350418,320
MobileNet_V2,44,11,class_11,0.9867109634551462,0.928124999999997,0.956521739129932,320
