model,display_name,seed,lr,weight_decay,batch_size,epochs,optimizer,scheduler,model_kwargs_json,param_count,best_config_source
MobileNet_V2,MobileNet_V2,44,0.001,1e-05,16,30,AdamW,ReduceLROnPlateau,{},2261420.0,best_config_path
