model,seed,class_id,class_name,precision,recall,f1,support
ResNet18,43,0,class_0,0.8991354466858763,0.9749999999999969,0.9355322338825565,320
ResNet18,43,1,class_1,0.9903536977491929,0.9624999999999969,0.9762282091912561,320
ResNet18,43,2,class_2,0.8876404494381996,0.9874999999999968,0.9349112426030488,320
ResNet18,43,3,class_3,0.7186629526462375,0.8062499999999975,0.7599410898374965,320
ResNet18,43,4,class_4,0.9578313253012019,0.9937499999999968,0.9754601226988836,320
ResNet18,43,5,class_5,0.9323529411764678,0.9906249999999969,0.9606060606055581,320
ResNet18,43,6,class_6,0.7971014492753593,0.6874999999999978,0.7382550335565471,320
ResNet18,43,7,class_7,0.8833333333333303,0.8281249999999973,0.8548387096769171,320
ResNet18,43,8,class_8,0.9237804878048752,0.946874999999997,0.9351851851846824,320
ResNet18,43,9,class_9,0.9771241830065327,0.934374999999997,0.9552715654947048,320
ResNet18,43,10,class_10,0.8922558922558892,0.8281249999999973,0.858995137762869,320
ResNet18,43,11,class_11,0.993055555555552,0.8937499999999972,0.9407894736837087,320
